"YEAR" "TEAM" "CONF" "G" "W" "L" "WL_perc" "BARTHAG" "WAB" "ADJ_T" "ADJOE" "ADJDE" "pp100p_ratio" "EFG_O" "EFG_D" "EFG_ratio" "TOR" "TORD" "TOR_ratio" "ORB" "DRB" "FTR" "FTRD" "FTR_ratio" "X2P_O" "X2P_D" "X3P_O" "X3P_D" "first_year" "age" "all_games_played" "all_WL_perc" "MM" "F4" "CHAMP" "POSTSEASON" "post"
"2018" "Louisville" "ACC" 36 22 14 0.611111111111111 0.8486 0.5 70.6 112 96.4 1.16182572614108 51.8 47 1.10212765957447 16.7 18.9 0.883597883597884 28.6 31.4 31.9 29.3 1.08873720136519 49.7 45.8 37.1 32.9 1912 106 2787 0.666 43 10 3 "no_postseason" "no"
"2018" "Loyola_Chicago" "MVC" 37 32 5 0.864864864864865 0.8444 2 66.4 110.5 95.4 1.15828092243187 57.7 47.4 1.21729957805907 19.1 19.4 0.984536082474227 22.1 25.9 32.2 25.2 1.27777777777778 56.6 47.1 39.8 32 1921 99 2500 0.533 6 2 1 "F4" "yes"
"2018" "Loyola_Marymount" "WCC" 30 11 19 0.366666666666667 0.3373 -12.3 68 106.2 112.6 0.94316163410302 49.3 57.5 0.857391304347826 19.2 19.8 0.96969696969697 34.6 31.2 32.5 42.8 0.759345794392523 48.2 57.7 34.6 38.1 1943 73 2003 0.436 5 0 0 "no_postseason" "no"
"2018" "Loyola_MD" "Pat" 30 9 21 0.3 0.167 -17.4 69.7 95.7 110 0.87 47.8 54.4 0.878676470588235 18.9 18.7 1.01069518716578 29.1 26.4 33.3 40.4 0.824257425742574 48.1 54 31.3 36.8 1908 76 1751 0.458 2 0 0 "no_postseason" "no"
"2018" "LSU" "SEC" 33 18 15 0.545454545454545 0.7721 -1.9 69.5 114.2 102.7 1.11197663096397 54.5 52.7 1.03415559772296 16.6 19.6 0.846938775510204 29.2 31.6 32.5 32.7 0.99388379204893 56.3 52.6 34.6 35.3 1909 112 2760 0.569 22 4 0 "no_postseason" "no"
"2018" "Maine" "AE" 30 6 24 0.2 0.1328 -20.2 72.2 91 107.2 0.848880597014925 46 51.4 0.894941634241245 21.8 18.1 1.20441988950276 25.5 30.7 29.2 36.7 0.795640326975477 47.1 51.3 29.6 34.4 1904 76 1754 0.457 2 0 0 "no_postseason" "no"
"2018" "Manhattan" "MAAC" 31 14 17 0.451612903225806 0.3501 -12.3 67.1 98.5 104 0.947115384615385 51.6 50.1 1.02994011976048 22.7 21.5 1.05581395348837 31 32.1 37.6 41 0.917073170731707 46.8 49.1 40 34.5 1905 114 2623 0.522 8 0 0 "no_postseason" "no"
"2018" "Marist" "MAAC" 31 6 25 0.193548387096774 0.1891 -20.2 70.5 98.5 111.8 0.881037567084079 52.7 52.6 1.00190114068441 21.7 14.8 1.46621621621622 22.6 29.8 35.8 29.8 1.20134228187919 53 50.8 34.9 36.9 1982 39 1135 0.437 2 0 0 "no_postseason" "no"
"2018" "Marquette" "BE" 35 21 14 0.6 0.8434 1 70.4 120.1 103.8 1.15703275529865 56.8 53.8 1.05576208178439 17.3 18.1 0.955801104972376 27.6 29.6 28.8 38.9 0.740359897172237 52.2 53.8 41.7 35.9 1917 103 2653 0.619 33 3 1 "no_postseason" "no"
"2018" "Marshall" "CUSA" 35 25 10 0.714285714285714 0.6633 -2.5 75.9 108.8 102.5 1.06146341463415 54.7 49.9 1.09619238476954 17.2 18.4 0.934782608695652 22.4 32.3 33.1 28.9 1.14532871972318 55.5 48.7 35.9 35 1919 96 2475 0.572 6 0 0 "R32" "yes"
"2018" "Maryland" "B10" 31 19 12 0.612903225806452 0.853 -0.6 67.5 113.9 97.8 1.16462167689162 54.3 47.5 1.14315789473684 20.4 16.3 1.25153374233129 31.4 28.2 37.9 24 1.57916666666667 53.9 45.6 36.8 33.8 1924 97 2611 0.603 28 2 1 "no_postseason" "no"
"2018" "Maryland_Eastern_Shore" "MEAC" 30 7 23 0.233333333333333 0.045 -19.3 66.4 90.1 117.5 0.766808510638298 43.1 54.7 0.787934186471664 19.4 16 1.2125 28.2 34.7 29.7 31.8 0.933962264150943 44.3 54.3 27.5 36.8 1987 34 990 0.399 2 0 0 "no_postseason" "no"
"2018" "Massachusetts" "A10" 33 13 20 0.393939393939394 0.4157 -12.8 67.6 106.4 109.6 0.970802919708029 52.5 51.5 1.01941747572816 18.6 16.5 1.12727272727273 27.2 29.7 25.1 33.2 0.756024096385542 47.9 51.2 40 34.7 1926 61 1745 0.545 9 1 0 "no_postseason" "no"
"2018" "McNeese_St." "Slnd" 25 12 13 0.48 0.2155 -12.6 71 99.2 111 0.893693693693694 48.8 49.8 0.979919678714859 19 15.2 1.25 29.3 33.3 32.7 31.5 1.03809523809524 47.3 48.4 34.6 35 1974 47 1339 0.476 2 0 0 "no_postseason" "no"
"2018" "Memphis" "Amer" 34 21 13 0.617647058823529 0.5439 -4.4 67.4 107.6 106 1.01509433962264 50.7 50.8 0.998031496062992 20.4 18.9 1.07936507936508 35.1 33.7 43.6 32.4 1.34567901234568 52.3 47.6 31.7 37 1956 65 1958 0.669 25 3 0 "no_postseason" "no"
"2018" "Mercer" "SC" 32 19 13 0.59375 0.5157 -8.2 65.4 111.1 110.5 1.00542986425339 54.3 53.1 1.0225988700565 18.8 16.5 1.13939393939394 31.4 24.9 35.7 33.6 1.0625 52.7 52.5 37.8 35.8 1974 47 1369 0.476 3 0 0 "no_postseason" "no"
"2018" "Miami_FL" "ACC" 32 22 10 0.6875 0.8623 2.7 68.2 113.3 96.6 1.17287784679089 53.1 49 1.08367346938776 16.8 18.8 0.893617021276596 29.1 28.2 29.1 28.1 1.0355871886121 52.2 48.8 36.4 32.8 1949 57 1624 0.575 10 0 0 "R64" "yes"
"2018" "Miami_OH" "MAC" 32 16 16 0.5 0.4475 -10.5 67.7 100 101.9 0.98135426889107 50.1 51.4 0.974708171206226 19.3 18.1 1.06629834254144 27.1 25.8 27 28.5 0.947368421052632 50 51.9 33.5 33.7 1906 115 2597 0.537 17 0 0 "no_postseason" "no"
"2018" "Michigan" "B10" 40 33 7 0.825 0.9375 6.9 65.9 114.4 90.4 1.26548672566372 53.9 47.7 1.12997903563941 14 19.5 0.717948717948718 25.5 24.9 30.7 30 1.02333333333333 54.7 46.8 35.2 33.2 1918 103 2668 0.609 29 8 1 "Second" "yes"
"2018" "Michigan_St." "B10" 35 30 5 0.857142857142857 0.9347 8 68 118.9 94.3 1.26086956521739 56.9 42.7 1.33255269320843 19.2 14.6 1.31506849315068 37 26.6 35.9 30.7 1.16938110749186 55.2 38.4 40.1 33.7 1899 121 2823 0.612 33 10 2 "R32" "yes"
"2018" "Middle_Tennessee" "CUSA" 32 25 7 0.78125 0.8186 0.8 67.7 110.3 96.8 1.13946280991736 53.1 49.2 1.07926829268293 18.6 19.1 0.973821989528796 30.7 22.3 30.1 40.8 0.737745098039216 51.9 50.4 37.1 31.5 1959 62 1752 0.555 9 0 0 "no_postseason" "no"
"2018" "Milwaukee" "Horz" 31 16 15 0.516129032258065 0.4086 -10.9 66.8 99.2 102.5 0.967804878048781 50.9 50.1 1.01596806387226 18.1 18 1.00555555555556 25.1 23.8 27.7 27.4 1.01094890510949 50.9 46.5 33.9 37.4 1974 37 1078 0.489 4 0 0 "no_postseason" "no"
"2018" "Minnesota" "B10" 32 15 17 0.46875 0.6706 -5 71.2 108.3 101.8 1.06385068762279 48.7 50.5 0.964356435643564 15.5 16 0.96875 30 29.5 35.1 27.1 1.29520295202952 47.1 47.3 34.6 37.5 1896 125 2880 0.575 14 1 0 "no_postseason" "no"
"2018" "Mississippi" "SEC" 32 12 20 0.375 0.6687 -7 71 110.4 103.9 1.06256015399423 48.3 51.5 0.937864077669903 15.9 17.3 0.91907514450867 31.3 30.7 33.8 36.9 0.915989159891599 48.7 48.1 31.9 37.8 1909 110 2642 0.501 9 0 0 "no_postseason" "no"
"2018" "Mississippi_St." "SEC" 36 25 11 0.694444444444444 0.8343 0 68.6 111.2 96.6 1.15113871635611 52.2 48.3 1.08074534161491 19.1 19.5 0.97948717948718 32.1 30.7 31.7 29.7 1.06734006734007 55.2 47.2 31.5 33.3 1909 108 2635 0.544 11 1 0 "no_postseason" "no"
"2018" "Mississippi_Valley_St." "SWAC" 32 4 28 0.125 0.0564 -22.5 69.9 89.6 114.5 0.782532751091703 42.6 54.9 0.775956284153006 19.1 19.6 0.974489795918367 30.4 31.1 29.1 39.2 0.74234693877551 41.6 54.6 30.1 36.8 1980 41 1192 0.399 5 0 0 "no_postseason" "no"
"2018" "Missouri" "SEC" 32 20 12 0.625 0.842 0.4 66.8 111 96 1.15625 54.1 46.7 1.15845824411135 20.8 16 1.3 30.3 27.9 38.3 30.3 1.26402640264026 50.3 45.4 39 32.7 1907 114 2818 0.585 27 0 0 "R64" "yes"
"2018" "Missouri_St." "MVC" 32 18 14 0.5625 0.6271 -8 66.7 108.3 103.6 1.0453667953668 49.4 47.5 1.04 17.4 14.8 1.17567567567568 33.1 25.8 27.3 30.4 0.898026315789474 49.4 46 32.9 33.5 1983 38 1178 0.59 6 0 0 "no_postseason" "no"
"2018" "Monmouth" "MAAC" 31 11 20 0.354838709677419 0.4537 -13.7 71.2 102.7 104.3 0.984659635666347 52.3 51.4 1.01750972762646 20.9 18.3 1.14207650273224 26.6 26.9 44.1 41.6 1.06009615384615 49.3 49.9 38.9 35.4 1984 37 1090 0.475 4 0 0 "no_postseason" "no"
"2018" "Montana" "BSky" 32 26 6 0.8125 0.7184 -1.1 69.1 106.7 98.4 1.08434959349593 51.2 48.4 1.05785123966942 17.4 21.2 0.820754716981132 33.5 26.1 38.3 41.4 0.92512077294686 51.4 46.3 33.7 35.2 1912 105 2650 0.545 12 0 0 "R64" "yes"
"2018" "Montana_St." "BSky" 30 13 17 0.433333333333333 0.2875 -13.8 70.8 101.9 110.3 0.923844061650045 47.8 54.9 0.870673952641166 17.1 18.4 0.929347826086957 28.7 27.7 39 36.4 1.07142857142857 46.1 55.9 33.8 35.5 1902 109 2632 0.545 2 0 0 "no_postseason" "no"
"2018" "Morehead_St." "OVC" 27 8 19 0.296296296296296 0.2243 -14.7 69.9 98 109.2 0.897435897435897 48.2 55.2 0.873188405797101 22.1 19.9 1.1105527638191 31 29.9 36.7 40.9 0.897310513447433 48.5 56 31.8 36 1956 65 1786 0.498 7 0 0 "no_postseason" "no"
"2018" "Morgan_St." "MEAC" 30 13 17 0.433333333333333 0.1467 -15.8 70 95.4 111.2 0.857913669064748 45.6 51.9 0.878612716763006 18.7 20.5 0.912195121951219 33.5 30.7 39.3 41.7 0.942446043165468 44.8 51.9 32 34.6 1985 36 1049 0.365 2 0 0 "no_postseason" "no"
"2018" "Mount_St._Mary's" "NEC" 30 18 12 0.6 0.3262 -10.1 66 102.8 109.5 0.938812785388128 54.1 51.7 1.04642166344294 16.2 20.2 0.801980198019802 20.5 35.4 29.1 27.3 1.06593406593407 52.3 51.6 37.3 34.6 1989 32 938 0.434 5 0 0 "no_postseason" "no"
"2018" "Murray_St." "OVC" 30 26 4 0.866666666666667 0.7449 -0.4 67.8 110.6 100.8 1.09722222222222 55 47.2 1.16525423728814 17.6 18 0.977777777777778 32.9 27.6 37.3 30.5 1.22295081967213 54.4 47.6 37.2 30.9 1954 67 1900 0.634 17 0 0 "R64" "yes"
"2018" "Navy" "Pat" 31 20 11 0.645161290322581 0.3551 -8.1 66.8 97.6 102.8 0.949416342412451 49.6 53.2 0.932330827067669 21.3 21.3 1 31.7 22.2 36.2 34 1.06470588235294 50.2 51.8 32.3 36.8 1908 113 2472 0.567 11 0 0 "no_postseason" "no"
"2018" "Nebraska" "B10" 33 22 11 0.666666666666667 0.8325 1.9 68.7 110.4 96.1 1.14880332986472 49.1 47 1.04468085106383 16 18.3 0.87431693989071 30.1 34 37.6 26.5 1.4188679245283 47.6 46.5 34.6 32.2 1897 124 2893 0.526 7 0 0 "no_postseason" "no"
"2018" "Nebraska_Omaha" "Sum" 29 9 20 0.310344827586207 0.2275 -13.9 71.7 103 114.6 0.898778359511344 51.3 55.8 0.919354838709677 18 15.7 1.14649681528662 24.9 30.7 27.3 28.2 0.968085106382979 50 54.7 35.8 38.4 2013 8 238 0.487 0 0 0 "no_postseason" "no"
"2018" "Nevada" "MWC" 37 29 8 0.783783783783784 0.8462 2.5 70.7 118.9 102.5 1.16 54.8 49.4 1.10931174089069 13.5 18 0.75 26.7 29.3 36.3 30.1 1.20598006644518 52.1 50.7 39.2 31.7 1913 65 1713 0.563 9 0 0 "S16" "yes"
"2018" "New_Hampshire" "AE" 29 10 19 0.344827586206897 0.2671 -16 66.7 98 107 0.91588785046729 46.3 50.8 0.911417322834646 17.4 13.7 1.27007299270073 28.4 21.4 30.5 41.5 0.734939759036145 44.3 50.6 32.6 34.1 1927 68 1736 0.244 0 0 0 "no_postseason" "no"
"2018" "New_Mexico" "MWC" 33 19 14 0.575757575757576 0.6778 -6.1 72.2 113.2 106.1 1.06691800188501 53.5 54.8 0.976277372262774 16.8 22 0.763636363636364 26.1 31 34.6 39.9 0.867167919799499 51.4 53.7 37.1 38.1 1900 114 2600 0.581 15 0 0 "no_postseason" "no"
"2018" "New_Mexico_St." "WAC" 31 28 3 0.903225806451613 0.7927 1.3 69.4 106.8 95 1.12421052631579 51.6 46 1.12173913043478 17.4 19 0.91578947368421 33.8 22.5 29.1 33 0.881818181818182 52 45.7 34 31.1 1905 110 2629 0.589 25 1 0 "R64" "yes"
"2018" "New_Orleans" "Slnd" 30 16 14 0.533333333333333 0.2222 -10.7 67.1 97 108.1 0.89731729879741 48.8 53.2 0.917293233082707 21.9 22.3 0.982062780269058 32.6 30.9 41.5 38.3 1.08355091383812 47.3 51.6 35.6 37.6 1976 43 1248 0.546 5 0 0 "no_postseason" "no"
"2018" "Niagara" "MAAC" 33 19 14 0.575757575757576 0.3486 -8.2 74.7 107.8 113.9 0.946444249341528 50.8 52.6 0.965779467680608 15 15.5 0.967741935483871 30.9 31 38 29.5 1.28813559322034 49.2 50.2 35.8 38 1906 114 2727 0.54 3 0 0 "no_postseason" "no"
"2018" "Nicholls_St." "Slnd" 28 21 7 0.75 0.4465 -6.3 75.2 101.8 103.8 0.980732177263969 51.9 50.2 1.03386454183267 20.4 21.1 0.966824644549763 30.5 30.6 37.3 45.2 0.825221238938053 51.6 49.7 34.8 34.1 1981 40 1121 0.406 2 0 0 "no_postseason" "no"
"2018" "NJIT" "ASun" 28 14 14 0.5 0.341 -11.5 68.4 99.1 105 0.943809523809524 49.8 53 0.939622641509434 18.5 20.3 0.911330049261084 30 28.6 32.9 33.7 0.976261127596439 48.1 51.9 35.3 36.9 2010 10 331 0.486 0 0 0 "no_postseason" "no"
"2018" "Norfolk_St." "MEAC" 30 14 16 0.466666666666667 0.1732 -13 70 94.6 108.3 0.873499538319483 49.4 50 0.988 21.1 20.2 1.04455445544554 31.6 29.8 31.3 43.1 0.726218097447796 46.1 47.3 37 35.7 1998 23 699 0.472 1 0 0 "no_postseason" "no"
"2018" "North_Carolina" "ACC" 37 26 11 0.702702702702703 0.9242 7.1 72.6 120.7 97.1 1.24304840370752 52 50.1 1.03792415169661 16.7 16.3 1.02453987730061 37.4 25.5 28 26 1.07692307692308 51 45.3 35.9 38 1911 110 3073 0.738 50 20 6 "R32" "yes"
"2018" "North_Carolina_A&T" "MEAC" 33 20 13 0.606060606060606 0.1585 -10.3 70.1 96.8 111.9 0.865058087578195 51.2 51.5 0.994174757281553 19.5 18 1.08333333333333 27.8 28.6 37.5 31.5 1.19047619047619 54.3 52.5 30.3 33.1 1974 47 1367 0.482 10 0 0 "no_postseason" "no"
"2018" "North_Carolina_Central" "MEAC" 32 19 13 0.59375 0.1522 -12 66.4 95 110.3 0.86128739800544 50.4 48.5 1.03917525773196 20.8 16.8 1.23809523809524 32.9 29.7 30.3 34.3 0.883381924198251 51.3 48.1 32.3 32.8 2011 10 309 0.602 4 0 0 "R68" "yes"
"2018" "North_Carolina_St." "ACC" 33 21 12 0.636363636363636 0.821 0.9 72.8 115.6 101.3 1.14116485686081 53.4 51.6 1.03488372093023 16.8 20.4 0.823529411764706 33.4 32 34.2 33.7 1.01483679525223 52.1 53.6 37.2 31.6 1913 108 2818 0.62 27 3 2 "R64" "yes"
"2018" "North_Dakota" "BSky" 30 12 18 0.4 0.3181 -12.6 72.9 102 109 0.935779816513762 51.8 56.4 0.918439716312057 17.4 19.7 0.883248730964467 19.8 29.5 35.5 34.1 1.04105571847507 51.4 56 35.1 38 1905 27 499 0.595 1 0 0 "no_postseason" "no"
"2018" "North_Dakota_St." "Sum" 29 15 14 0.517241379310345 0.4541 -10 67.6 103.3 104.9 0.984747378455672 53.7 49.6 1.08266129032258 18.4 14.4 1.27777777777778 23 25.2 30.4 33.5 0.907462686567164 52.5 47.8 36.8 35.3 1898 41 752 0.69 4 0 0 "no_postseason" "no"
"2018" "North_Florida" "ASun" 30 14 16 0.466666666666667 0.2496 -10.9 75.1 107.1 117.9 0.908396946564885 53.6 54 0.992592592592593 19.3 13.7 1.40875912408759 25 35 27.7 23.5 1.17872340425532 51.5 54.3 37.5 35.4 2010 11 346 0.494 1 0 0 "no_postseason" "no"
"2018" "North_Texas" "CUSA" 36 20 16 0.555555555555556 0.5741 -10.2 68.5 105.5 102.8 1.02626459143969 51.2 48.6 1.05349794238683 18.7 17.3 1.08092485549133 30.2 25.7 33.6 38.8 0.865979381443299 50 49.1 35.4 31.9 1922 65 1776 0.443 3 0 0 "no_postseason" "no"
"2018" "Northeastern" "CAA" 32 23 9 0.71875 0.6709 -4 68 106.1 99.8 1.06312625250501 56.9 49.4 1.15182186234818 19.8 17.9 1.10614525139665 25.3 25.6 35.1 33 1.06363636363636 57.6 51.1 37.3 30 1938 57 1553 0.525 9 0 0 "no_postseason" "no"
"2018" "Northern_Arizona" "BSky" 30 5 25 0.166666666666667 0.1295 -19.2 70.2 92.2 108.9 0.846648301193756 44.9 55.3 0.811934900542496 22 19 1.15789473684211 27 29.5 42.6 37 1.15135135135135 44.5 52.6 30.5 39.4 1919 81 1917 0.453 2 0 0 "no_postseason" "no"
"2018" "Northern_Colorado" "BSky" 35 26 9 0.742857142857143 0.674 -6.2 73.1 106.7 100.2 1.06487025948104 53.7 48.8 1.10040983606557 16.7 17.3 0.965317919075144 25.6 24.4 33.7 36.7 0.918256130790191 54 48.7 35.5 32.8 1911 41 747 0.534 1 0 0 "no_postseason" "no"
"2018" "Northern_Illinois" "MAC" 30 12 18 0.4 0.2844 -13 68.3 102.1 110.6 0.923146473779385 49.5 54.3 0.911602209944751 17 17.4 0.977011494252874 28.2 28.8 33.1 33.4 0.991017964071856 49.8 54.6 32.6 36 1927 54 1499 0.451 3 0 0 "no_postseason" "no"
"2018" "Northern_Iowa" "MVC" 30 16 14 0.533333333333333 0.6732 -7.1 63.7 103.6 97.3 1.06474820143885 48.5 49.8 0.973895582329317 17.5 17 1.02941176470588 24.5 22.1 31.3 25.6 1.22265625 47.3 46.4 33.5 37 1981 40 1197 0.528 8 0 0 "no_postseason" "no"
"2018" "Northern_Kentucky" "Horz" 30 22 8 0.733333333333333 0.7087 -4.5 69.6 106.2 98.3 1.08036622583927 53.8 47.1 1.14225053078556 17.6 19.2 0.916666666666667 28 26.8 31 31.7 0.977917981072555 55.7 46.7 34 31.8 2013 8 233 0.528 2 0 0 "no_postseason" "no"
"2018" "Northwestern" "B10" 31 15 16 0.483870967741935 0.7512 -4.2 65.5 109 99 1.1010101010101 49.5 51 0.970588235294118 17.8 19 0.936842105263158 29.4 27.7 29.1 37 0.786486486486487 47.1 48.9 35.4 36.2 1905 115 2620 0.417 1 0 0 "no_postseason" "no"
"2018" "Northwestern_St." "Slnd" 25 4 21 0.16 0.0743 -18.1 70.5 88.2 109.9 0.802547770700637 44.3 54.1 0.818853974121996 24.7 19.1 1.29319371727749 32.4 34.5 33.2 40.1 0.827930174563591 44.9 53.1 28.3 37.2 1977 44 1255 0.441 3 0 0 "no_postseason" "no"
"2018" "Notre_Dame" "ACC" 35 21 14 0.6 0.8305 -0.7 66.7 114.1 99.4 1.14788732394366 51.1 49.3 1.03651115618661 14.7 16.4 0.896341463414634 31.1 28.8 31 22.6 1.3716814159292 49.6 47 35.6 35.4 1897 116 2925 0.647 36 1 0 "no_postseason" "no"
"2018" "Oakland" "Horz" 33 19 14 0.575757575757576 0.4866 -8 72 105.7 106.2 0.995291902071563 52 50.8 1.02362204724409 18.1 16.9 1.07100591715976 28 28.6 35.5 27.8 1.27697841726619 51.4 48.5 35.2 37.3 2000 21 661 0.545 3 0 0 "no_postseason" "no"
"2018" "Ohio" "MAC" 30 14 16 0.466666666666667 0.4672 -10.9 72.7 99.9 101 0.989108910891089 51 49.9 1.02204408817635 18 18.1 0.994475138121547 22.4 26.4 30.9 30.1 1.0265780730897 48.4 50.7 37.2 32.4 1908 113 2698 0.57 13 0 0 "no_postseason" "no"
"2018" "Ohio_St." "B10" 34 25 9 0.735294117647059 0.9154 4.5 68.2 116 94.3 1.23011664899258 54.1 48.7 1.11088295687885 17.1 17.9 0.955307262569833 30.2 25.2 31.1 29.5 1.05423728813559 54.7 46.1 35.3 35.1 1899 121 2899 0.614 33 11 1 "R32" "yes"
"2018" "Oklahoma" "B12" 32 18 14 0.5625 0.835 1.1 76.7 114.6 99.5 1.15175879396985 53.5 51 1.04901960784314 17.3 16.8 1.0297619047619 28.4 30 33.2 25.6 1.296875 53.3 49.1 35.9 36.2 1908 113 2780 0.609 32 5 0 "R64" "yes"
"2018" "Oklahoma_St." "B12" 36 21 15 0.583333333333333 0.852 0.1 70 112.7 96.8 1.16425619834711 49.8 50 0.996 18.1 20.3 0.891625615763547 34.2 31.1 32.2 35.6 0.904494382022472 48.3 47.5 34.8 36.7 1908 111 2849 0.586 28 6 2 "no_postseason" "no"
"2018" "Old_Dominion" "CUSA" 32 25 7 0.78125 0.791 -0.9 66 107.5 95.7 1.12330198537095 50.7 47.7 1.06289308176101 15.5 21.6 0.717592592592593 32.3 26.2 33 30.3 1.08910891089109 49.3 45.6 35.7 33.8 1977 44 1363 0.611 12 0 0 "no_postseason" "no"
"2018" "Oral_Roberts" "Sum" 28 11 17 0.392857142857143 0.3222 -12 66.7 104.8 111.8 0.937388193202147 48.9 54.2 0.902214022140221 19 15.3 1.24183006535948 35 30.9 24.3 31.2 0.778846153846154 47.7 53.9 34.2 36.5 1972 45 1328 0.559 5 0 0 "no_postseason" "no"
"2018" "Oregon" "P12" 36 23 13 0.638888888888889 0.7501 -2.3 68.6 110 100 1.1 53.3 50.3 1.0596421471173 17.1 19 0.9 31 26.8 31.7 36.3 0.873278236914601 53.1 48.4 35.7 35.6 1903 115 3045 0.551 16 2 1 "no_postseason" "no"
"2018" "Oregon_St." "P12" 32 16 16 0.5 0.6713 -7.3 66.8 107.4 100.9 1.06442021803766 52.1 49.6 1.05040322580645 19.4 18.6 1.04301075268817 31.8 28.7 38.7 38.2 1.0130890052356 53.3 48.1 32.9 34.8 1902 119 3113 0.569 17 2 0 "no_postseason" "no"
"2018" "Penn" "Ivy" 32 24 8 0.75 0.6644 -3.3 70.1 103.6 97.6 1.06147540983607 52.9 47 1.12553191489362 16.6 17 0.976470588235294 23.8 22.6 33.4 31.8 1.05031446540881 53.3 48 34.8 30 1897 119 2906 0.617 24 1 0 "R64" "yes"
"2018" "Penn_St." "B10" 39 26 13 0.666666666666667 0.9148 -0.5 68.7 115 93.6 1.22863247863248 52.6 48.3 1.08902691511387 17.3 19.5 0.887179487179487 31.7 28.2 31.5 32.1 0.981308411214953 49.8 46.7 38.7 34.2 1897 124 2677 0.556 9 1 0 "no_postseason" "no"
"2018" "Pepperdine" "WCC" 31 6 25 0.193548387096774 0.3236 -17.9 68.6 105.1 112 0.938392857142857 49.5 57 0.868421052631579 17.2 15.5 1.10967741935484 28.5 26.4 35.2 33.5 1.05074626865672 48.8 54.7 34.2 40.1 1944 66 1881 0.497 13 0 0 "no_postseason" "no"
"2018" "Pittsburgh" "ACC" 32 8 24 0.25 0.3571 -10.9 66.5 98.2 103.3 0.950629235237173 48.2 50.1 0.962075848303393 20.9 16.6 1.25903614457831 22.7 34.8 31.9 31.3 1.01916932907348 47.8 50.1 32.5 33.4 1906 113 2799 0.581 26 1 0 "no_postseason" "no"
"2018" "Portland" "WCC" 29 10 19 0.344827586206897 0.2856 -14.4 68.3 98.9 107.2 0.922574626865672 50.6 52.4 0.965648854961832 18.1 15.8 1.14556962025316 19.2 31.4 34.6 33.5 1.03283582089552 46.5 51.7 38.3 35.7 1954 67 1881 0.422 2 0 0 "no_postseason" "no"
"2018" "Portland_St." "BSky" 31 20 11 0.645161290322581 0.494 -6.8 75.7 106.8 107 0.998130841121495 49.2 55 0.894545454545455 16.5 22 0.75 34.7 30.5 33.3 43.3 0.76905311778291 48.9 54 33.2 38 1973 31 883 0.488 2 0 0 "no_postseason" "no"
"2018" "Prairie_View_A&M" "SWAC" 33 16 17 0.484848484848485 0.2483 -11.7 72.1 100.1 110.2 0.908348457350272 48.9 52.7 0.927893738140417 18.5 22.5 0.822222222222222 31.3 32.8 39.2 47.9 0.818371607515658 49.2 54.4 32.3 33.2 1981 40 1150 0.291 2 0 0 "no_postseason" "no"
"2018" "Presbyterian" "BSth" 29 11 18 0.379310344827586 0.1144 -16.2 64.6 96.5 115.3 0.836947094535993 49 55.3 0.886075949367089 18.8 17.8 1.0561797752809 24.9 30 28 29.3 0.955631399317406 46.8 55.5 34.6 36.7 2011 10 301 0.346 0 0 0 "no_postseason" "no"
"2018" "Princeton" "Ivy" 28 13 15 0.464285714285714 0.4689 -10.1 65.6 104.9 106.1 0.988689915174364 53.9 52.2 1.03256704980843 16.4 16.6 0.987951807228916 22 24.8 26.2 32.5 0.806153846153846 52.1 51.2 37.3 35.9 1901 120 2850 0.615 25 1 0 "no_postseason" "no"
"2018" "Providence" "BE" 35 21 14 0.6 0.8027 1.9 68.3 108.4 95.9 1.1303441084463 49.6 50.3 0.986083499005964 17.4 19 0.91578947368421 28.9 29 38.6 31.8 1.21383647798742 49.5 51.5 33.2 32.2 1929 71 2035 0.611 20 2 0 "R64" "yes"
"2018" "Purdue" "B10" 37 30 7 0.810810810810811 0.9484 7.6 68.7 123.2 95.7 1.28735632183908 57.7 47 1.22765957446809 15.8 17.7 0.892655367231639 28 28 35.6 24.2 1.47107438016529 54.1 45.5 42 33.2 1897 122 2855 0.641 31 2 0 "S16" "yes"
"2018" "Quinnipiac" "MAAC" 33 12 21 0.363636363636364 0.2485 -16.3 67.7 100.8 111 0.908108108108108 50.3 53.6 0.938432835820895 19.4 16.3 1.19018404907975 27.8 28.5 37 30.1 1.22923588039867 49.8 50.2 33.9 39.6 1999 22 643 0.477 0 0 0 "no_postseason" "no"
"2018" "Radford" "BSth" 34 23 11 0.676470588235294 0.4559 -6.5 64.2 101.3 102.8 0.985408560311284 49.3 50.1 0.984031936127744 18.7 20.2 0.925742574257426 32 28 31.2 31.7 0.984227129337539 47.1 48.9 35 34.6 1985 36 1063 0.517 3 0 0 "R64" "yes"
"2018" "Rhode_Island" "A10" 34 26 8 0.764705882352941 0.7988 1.6 69.6 109.7 97.3 1.12744090441932 51.1 50.4 1.01388888888889 15.3 22.6 0.676991150442478 31 28.2 30.1 40.6 0.741379310344828 50.4 50.6 35.2 33.2 1904 114 2662 0.572 10 0 0 "R32" "yes"
"2018" "Rice" "CUSA" 29 7 22 0.241379310344828 0.2585 -17.4 68.9 98.9 108.4 0.912361623616236 48 52.6 0.91254752851711 20.7 16.5 1.25454545454545 27.6 28.4 35.2 28.5 1.23508771929825 48 51.7 32.1 36 1915 106 2568 0.437 4 0 0 "no_postseason" "no"
