"YEAR" "TEAM" "CONF" "G" "W" "L" "WL_perc" "BARTHAG" "WAB" "ADJ_T" "ADJOE" "ADJDE" "pp100p_ratio" "EFG_O" "EFG_D" "EFG_ratio" "TOR" "TORD" "TOR_ratio" "ORB" "DRB" "FTR" "FTRD" "FTR_ratio" "X2P_O" "X2P_D" "X3P_O" "X3P_D" "first_year" "age" "all_games_played" "all_WL_perc" "MM" "F4" "CHAMP" "POSTSEASON" "post"
"2016" "Alabama_A&M" "SWAC" 28 10 18 0.357142857142857 0.1599 -15.1 66.2 98.3 113.6 0.865316901408451 46.6 50.5 0.922772277227723 17.6 17 1.03529411764706 31.6 31.7 38.4 39.5 0.972151898734177 49 51.7 28.4 32.1 1913 107 2737 0.615 21 0 0 "no_postseason" "no"
"2016" "Alabama_St." "SWAC" 29 12 17 0.413793103448276 0.197 -13.1 69.8 98 110.8 0.884476534296029 45.8 51.2 0.89453125 17.2 18.3 0.939890710382514 31.4 30 31.7 45 0.704444444444444 43.6 51.6 33.3 33.7 1983 38 1109 0.481 4 0 0 "no_postseason" "no"
"2016" "Albany" "AE" 32 23 9 0.71875 0.5703 -4 67.3 104.7 102.1 1.0254652301665 50.7 48.7 1.04106776180698 18.4 18.7 0.983957219251337 34.8 25.6 43.3 27.2 1.59191176470588 51.8 50.2 32.3 30.9 2000 21 641 0.498 5 0 0 "no_postseason" "no"
"2016" "Alcorn_St." "SWAC" 28 13 15 0.464285714285714 0.1647 -11.5 66.5 96.8 111.5 0.868161434977578 45.6 51 0.894117647058824 21.1 17.3 1.21965317919075 34.8 31.9 38.4 39.7 0.967254408060453 45.3 48.6 30.8 37 1978 43 1256 0.431 6 0 0 "no_postseason" "no"
"2016" "American" "Pat" 31 12 19 0.387096774193548 0.1433 -14.1 62.2 91.4 106.8 0.855805243445693 49 51.6 0.949612403100775 22.1 19.2 1.15104166666667 23.5 30.2 31.7 40.1 0.790523690773067 47.7 53.7 34.1 31.1 1967 54 1515 0.49 3 0 0 "no_postseason" "no"
"2016" "Appalachian_St." "SB" 31 9 22 0.290322580645161 0.2554 -15.2 71.3 100.8 110.6 0.911392405063291 47.2 51.2 0.921875 21 15.9 1.32075471698113 33 32.3 39.1 39.8 0.982412060301508 43.1 48.8 35.6 38.6 1974 47 1366 0.487 2 0 0 "no_postseason" "no"
"2016" "Arizona" "P12" 34 25 9 0.735294117647059 0.9022 3.4 69.1 116.1 95.7 1.21316614420063 53.6 46.2 1.16017316017316 18.2 16 1.1375 35 24.9 43.8 29.3 1.49488054607509 52.2 45.7 38.1 31.6 1905 113 2735 0.657 35 4 1 "R64" "yes"
"2016" "Arizona_St." "P12" 32 15 17 0.46875 0.7131 -4.2 68.9 108.3 100 1.083 48.1 52 0.925 17.1 18.3 0.934426229508197 31.5 27.8 37.8 38.1 0.992125984251968 46.6 51.4 33.6 35.4 1912 105 2552 0.532 16 0 0 "no_postseason" "no"
"2016" "Arkansas" "SEC" 32 16 16 0.5 0.7602 -4.6 71 109.5 99 1.10606060606061 49.7 49.8 0.997991967871486 15.3 19.6 0.780612244897959 30.9 30.1 37.6 42.9 0.876456876456877 46.1 47.7 39.7 35.9 1924 97 2655 0.64 32 6 1 "no_postseason" "no"
"2016" "Arkansas_Pine_Bluff" "SWAC" 33 8 25 0.242424242424242 0.0719 -17.8 65.8 87.8 109.6 0.801094890510949 45 49.2 0.914634146341463 23.8 20.2 1.17821782178218 27.7 37.4 30.1 53.7 0.560521415270019 44.7 49.6 30.3 32.3 1999 22 649 0.302 1 0 0 "no_postseason" "no"
"2016" "Arkansas_St." "SB" 29 9 20 0.310344827586207 0.2826 -13.9 73.3 99.1 107.4 0.922718808193668 45.8 47.1 0.9723991507431 18 14.9 1.20805369127517 28 31.2 40.1 38 1.05526315789474 45.1 43.5 31.5 35.6 1971 50 1434 0.514 1 0 0 "R32" "no"
"2016" "Army" "Pat" 32 18 14 0.5625 0.3222 -9.3 73.3 98.6 105.2 0.937262357414449 49.7 49.4 1.00607287449393 18.5 16.4 1.1280487804878 31 26.8 31.7 32 0.990625 49.3 48.2 33.4 34.9 1903 118 2501 0.496 0 0 0 "no_postseason" "no"
"2016" "Auburn" "SEC" 31 11 20 0.354838709677419 0.4438 -8.3 72.5 100.4 102.4 0.98046875 47.3 50.5 0.936633663366337 18.9 17.8 1.06179775280899 27.9 32.3 41 40.1 1.02244389027431 44.3 49.6 34 34.8 1906 114 2580 0.534 10 1 0 "no_postseason" "no"
"2016" "Austin_Peay" "OVC" 34 16 18 0.470588235294118 0.3501 -11.3 70.5 103.4 109.1 0.94775435380385 51.3 53.8 0.953531598513011 20.2 18.6 1.08602150537634 31.9 30 47 31.3 1.50159744408946 51 53.3 34.7 36.4 1964 57 1621 0.5 7 0 0 "R64" "yes"
"2016" "Ball_St." "MAC" 34 20 14 0.588235294117647 0.4994 -8.3 66.2 102.1 102.1 1 52.2 46.8 1.11538461538462 19.9 16.5 1.20606060606061 28 26.3 34.8 38.6 0.901554404145078 49.9 43.7 36.9 35.1 1972 49 1425 0.531 7 0 0 "no_postseason" "no"
"2016" "Baylor" "B12" 33 21 12 0.636363636363636 0.8924 3.5 67.4 119.3 99.2 1.20262096774194 51.6 51.2 1.0078125 18.6 19.8 0.939393939393939 40 28.8 38.6 38.6 1 49.8 49.1 37.4 36.9 1907 114 2735 0.498 12 2 0 "R64" "yes"
"2016" "Belmont" "OVC" 31 19 12 0.612903225806452 0.6073 -4.9 72.7 113.4 109.2 1.03846153846154 58.6 50.8 1.15354330708661 19.3 16.5 1.16969696969697 26.4 30.9 34.5 37.1 0.929919137466307 62.6 49.5 36.4 35.4 2000 21 649 0.653 8 0 0 "no_postseason" "no"
"2016" "Bethune_Cookman" "MEAC" 30 12 18 0.4 0.1889 -13.8 67.8 97.5 110.6 0.881555153707053 47.1 49.7 0.947686116700201 18.5 18 1.02777777777778 32 35.7 31 34.5 0.898550724637681 47.4 48.4 31.1 34.6 1981 40 1172 0.363 0 0 0 "no_postseason" "no"
"2016" "Binghamton" "AE" 30 8 22 0.266666666666667 0.1763 -17.3 66.6 89.3 102.1 0.874632713026445 44.1 49.6 0.889112903225806 20.7 18.2 1.13736263736264 25.3 28.5 36.2 34.4 1.05232558139535 45 49 28.4 33.7 2002 19 558 0.36 1 0 0 "no_postseason" "no"
"2016" "Boise_St." "MWC" 30 18 12 0.6 0.719 -3.6 70.3 108.2 99.7 1.08525576730191 51.7 52 0.994230769230769 16.4 20.2 0.811881188118812 27.2 25.5 40.9 36.8 1.11141304347826 53.7 50.9 32.6 36 1972 49 1428 0.555 7 0 0 "no_postseason" "no"
"2016" "Boston_College" "ACC" 32 7 25 0.21875 0.382 -12.2 67.8 95 99.1 0.958627648839556 47.5 52.4 0.906488549618321 20 19.5 1.02564102564103 21.8 28.6 25.9 37 0.7 46.9 50 32.3 38.2 1946 75 2096 0.549 18 0 0 "no_postseason" "no"
"2016" "Boston_University" "Pat" 33 18 15 0.545454545454545 0.3486 -10 70.6 101.7 107.4 0.946927374301676 52.2 50 1.044 19.6 17.1 1.14619883040936 26.5 28.1 37 33.9 1.09144542772861 51 50 36.1 33.3 1916 94 2145 0.512 7 0 0 "no_postseason" "no"
"2016" "Bowling_Green" "MAC" 32 14 18 0.4375 0.3201 -11.9 69.3 99.1 105.8 0.936672967863894 48.9 50.9 0.960707269155206 18.5 17.1 1.08187134502924 28.1 28.4 40.2 35.9 1.11977715877437 47.2 47.3 35.4 37.9 1916 105 2585 0.54 4 0 0 "no_postseason" "no"
"2016" "Bradley" "MVC" 31 4 27 0.129032258064516 0.1393 -17.7 68.1 86.1 100.9 0.853320118929633 43 49.7 0.865191146881288 25.4 17 1.49411764705882 24.9 26.7 38.3 52.2 0.733716475095785 43.9 48.7 27.7 34.5 1903 116 2885 0.582 9 2 0 "no_postseason" "no"
"2016" "Brown" "Ivy" 27 7 20 0.259259259259259 0.2578 -14 71.6 101 110.8 0.911552346570397 50.2 50.8 0.988188976377953 18.8 16 1.175 25.6 31.3 36.9 36.4 1.01373626373626 47.8 48.5 35.9 36.6 1901 114 2586 0.406 2 0 0 "no_postseason" "no"
"2016" "Bryant" "NEC" 30 7 23 0.233333333333333 0.098 -17.7 68.2 93.3 113.1 0.824933687002653 47.3 51.5 0.918446601941748 19.9 16 1.24375 26.2 33.5 26.9 31.6 0.85126582278481 46.9 53.1 32 32.7 2011 10 294 0.361 0 0 0 "no_postseason" "no"
"2016" "Bucknell" "Pat" 30 16 14 0.533333333333333 0.4695 -9.1 72.2 104.1 105.3 0.988603988603989 52.1 49.5 1.05252525252525 18.7 17.9 1.04469273743017 29.7 28.4 43.9 41.3 1.06295399515738 51.2 47.6 35.8 35.2 1896 125 2692 0.54 8 0 0 "no_postseason" "no"
"2016" "Buffalo" "MAC" 34 19 15 0.558823529411765 0.5746 -5.8 72.9 105.1 102.4 1.0263671875 49.6 49.8 0.995983935742972 18.8 17.7 1.06214689265537 31.8 28.7 41.6 37.8 1.1005291005291 49 48.8 33.7 34.3 1907 51 1218 0.511 4 0 0 "R64" "yes"
"2016" "Butler" "BE" 33 22 11 0.666666666666667 0.8899 2 69.2 118.2 98.6 1.19878296146045 52.6 49.7 1.05835010060362 14.5 18.6 0.779569892473118 32.2 27.5 39.3 35.8 1.09776536312849 49.9 49.1 39.3 33.8 1897 122 2756 0.584 16 2 0 "R32" "yes"
"2016" "BYU" "WCC" 36 25 11 0.694444444444444 0.8223 -1.5 74.4 112 98.1 1.14169215086646 52.9 48.3 1.0952380952381 15.8 17.8 0.887640449438202 31.2 25.2 35.3 31.9 1.10658307210031 50.2 47 38.4 33.7 1903 118 2939 0.626 29 0 0 "no_postseason" "no"
"2016" "Cal_Poly" "BW" 28 8 20 0.285714285714286 0.4223 -12 67.3 106.6 109.6 0.972627737226277 48 53.2 0.902255639097744 15.1 15.9 0.949685534591195 30.1 28.3 35.2 40.2 0.875621890547264 44.9 50 35.4 40 1995 26 748 0.398 1 0 0 "no_postseason" "no"
"2016" "Cal_St._Bakersfield" "WAC" 30 21 9 0.7 0.7106 -3.5 68.4 103.4 95.7 1.08045977011494 49.3 45.2 1.09070796460177 18.2 21.5 0.846511627906977 34.1 29.7 38 42.1 0.902612826603325 48.5 42.8 34.3 33.4 2011 10 301 0.502 1 0 0 "R64" "yes"
"2016" "Cal_St._Fullerton" "BW" 28 8 20 0.285714285714286 0.3165 -13.7 69.5 101.4 108.4 0.935424354243542 46.4 50.7 0.915187376725838 19 16.4 1.15853658536585 29.7 29 43.7 39.7 1.1007556675063 44.4 48.1 33.3 36.6 1975 46 1327 0.473 3 0 0 "no_postseason" "no"
"2016" "Cal_St._Northridge" "BW" 28 8 20 0.285714285714286 0.323 -13.4 71.3 99.2 105.8 0.937618147448015 46.7 51.7 0.903288201160542 19.4 18.9 1.02645502645503 27.6 31.3 42.1 36 1.16944444444444 47.1 47.8 30.2 39.7 1991 30 880 0.424 2 0 0 "no_postseason" "no"
"2016" "California" "P12" 34 23 11 0.676470588235294 0.9006 2.2 68.8 112.4 92.8 1.21120689655172 52.2 44.3 1.1783295711061 17.7 14.1 1.25531914893617 32.4 25.3 41.7 37.5 1.112 51.1 41.5 36.3 34.7 2019 2 45 0.578 0 0 0 "R64" "yes"
"2016" "Campbell" "BSth" 27 9 18 0.333333333333333 0.1871 -15.1 69.2 99.6 113.1 0.880636604774536 49.5 53.5 0.925233644859813 16.4 18.9 0.867724867724868 22 30.6 41.4 39.3 1.05343511450382 50.7 52.1 31.7 37.8 1978 43 1226 0.418 1 0 0 "no_postseason" "no"
"2016" "Canisius" "MAAC" 33 14 19 0.424242424242424 0.3338 -13.7 68.5 106.6 113.3 0.940864960282436 49 54.9 0.892531876138434 15.9 19.6 0.811224489795918 31 32.8 36.9 39 0.946153846153846 47.5 53.6 34.1 38 1904 116 2586 0.507 4 0 0 "no_postseason" "no"
"2016" "Central_Arkansas" "Slnd" 28 7 21 0.25 0.1291 -16 72.9 99.8 117.8 0.847198641765705 49.9 53.8 0.927509293680297 19.7 15.8 1.24683544303797 31.3 29.8 41.9 38.7 1.08268733850129 47.4 51.5 37.2 38.7 2011 10 291 0.302 0 0 0 "no_postseason" "no"
"2016" "Central_Connecticut" "NEC" 29 4 25 0.137931034482759 0.057 -21.9 68.4 92.5 118 0.783898305084746 44.8 53.4 0.838951310861423 19.9 14.8 1.34459459459459 29.9 30.2 31.1 30.6 1.01633986928105 42.3 53.2 34.2 35.9 1987 34 975 0.402 3 0 0 "no_postseason" "no"
"2016" "Central_Michigan" "MAC" 30 14 16 0.466666666666667 0.5524 -9.2 67.4 110.3 108.3 1.01846722068329 51.7 51 1.01372549019608 13.6 15.9 0.855345911949685 26.5 31.5 30 35.2 0.852272727272727 50.8 50.7 35.2 34.4 1974 47 1338 0.445 4 0 0 "no_postseason" "no"
"2016" "Charleston_Southern" "BSth" 27 6 21 0.222222222222222 0.1959 -15.5 69.2 97.8 110.5 0.885067873303167 50 54 0.925925925925926 17.9 16.1 1.11180124223602 24.7 26.9 27.4 37.7 0.726790450928382 49.4 52.6 33.8 37.4 1975 46 1304 0.416 1 0 0 "no_postseason" "no"
"2016" "Charlotte" "CUSA" 33 14 19 0.424242424242424 0.3726 -12.7 71.2 103.4 108.2 0.955637707948244 51 54.8 0.930656934306569 16.4 18.3 0.896174863387978 29.7 27.7 33.2 30.9 1.07443365695793 47.7 52.7 38.2 39.3 1973 48 1411 0.549 11 1 0 "no_postseason" "no"
"2016" "Chattanooga" "SC" 33 27 6 0.818181818181818 0.6286 0.4 67.3 105.6 100.8 1.04761904761905 51.7 50.5 1.02376237623762 18 20.2 0.891089108910891 32.3 29 41.6 30.9 1.3462783171521 50.7 50.5 35.6 33.7 1978 43 1306 0.6 11 0 0 "R64" "yes"
"2016" "Chicago_St." "WAC" 29 1 28 0.0344827586206897 0.0786 -21.2 70.4 90.8 112.5 0.807111111111111 42.6 54.5 0.781651376146789 20.4 19 1.07368421052632 29.5 33.4 28.1 43.6 0.644495412844037 40.9 51.8 30.1 38.7 1985 46 862 0.486 0 0 0 "no_postseason" "no"
"2016" "Cincinnati" "Amer" 33 22 11 0.666666666666667 0.866 0.3 66 110 93.5 1.17647058823529 49.3 45.6 1.08114035087719 16.3 20.3 0.802955665024631 36.7 30.6 33.2 27 1.22962962962963 47.7 41.3 34.8 35.7 1902 119 2844 0.641 33 6 2 "R64" "yes"
"2016" "Clemson" "ACC" 31 17 14 0.548387096774194 0.8241 -2.4 64.5 112.1 98 1.14387755102041 50.6 47.9 1.05636743215031 15.8 18 0.877777777777778 30.3 30.3 33.3 28.5 1.16842105263158 49.1 45.5 35.2 34.9 1912 109 2649 0.505 12 0 0 "no_postseason" "no"
"2016" "Cleveland_St." "Horz" 30 7 23 0.233333333333333 0.2077 -15.9 64.9 90.3 101.4 0.890532544378698 44.8 51.6 0.868217054263566 21.8 19.9 1.09547738693467 29.4 31.7 30.9 46.6 0.663090128755365 43.4 50.7 32 35.5 1973 48 1394 0.493 2 0 0 "no_postseason" "no"
"2016" "Coastal_Carolina" "BSth" 30 18 12 0.6 0.4796 -7 67.5 100.7 101.5 0.992118226600985 49.5 46.3 1.06911447084233 18.8 15.3 1.22875816993464 30.6 29 35.7 31.7 1.12618296529968 49.1 46.2 33.4 30.9 1987 34 1005 0.509 4 0 0 "no_postseason" "no"
"2016" "Colgate" "Pat" 29 12 17 0.413793103448276 0.2685 -12.3 65.7 102.5 111.9 0.915996425379803 52.5 53.2 0.986842105263158 18.4 19.4 0.948453608247423 26.6 30.6 29.9 41.8 0.715311004784689 50.3 51.4 37 37.5 1901 120 2697 0.479 3 0 0 "no_postseason" "no"
"2016" "College_of_Charleston" "CAA" 30 16 14 0.533333333333333 0.5922 -7.3 65 96.4 93.3 1.03322615219721 47.4 48.1 0.985446985446985 19.5 21.6 0.902777777777778 30.4 26.9 32.8 43.1 0.761020881670533 45.6 48.2 34 32 1992 29 892 0.693 5 0 0 "no_postseason" "no"
"2016" "Colorado" "P12" 33 21 12 0.636363636363636 0.8072 0.7 69.9 107.8 95.2 1.13235294117647 48.4 46.8 1.03418803418803 18.8 15.4 1.22077922077922 34.8 24.8 40.5 35.7 1.13445378151261 43.9 44.3 38.6 35.3 1902 117 2543 0.523 14 2 0 "R64" "yes"
"2016" "Colorado_St." "MWC" 32 16 16 0.5 0.5567 -8.5 68.9 111.3 109.1 1.02016498625115 49.9 52.1 0.957773512476008 16.3 14.1 1.15602836879433 33 25.1 42.3 35.1 1.20512820512821 46.5 51.4 36.2 35.4 1902 116 2554 0.499 10 0 0 "no_postseason" "no"
"2016" "Columbia" "Ivy" 33 23 10 0.696969696969697 0.6512 -4.3 65.9 111.8 105.9 1.05571293673277 53.5 51.5 1.03883495145631 15.9 19 0.836842105263158 28.5 26.9 37.9 34.6 1.09537572254335 50.5 50.2 38.1 35.7 1901 120 2633 0.496 3 0 0 "no_postseason" "no"
"2016" "Connecticut" "Amer" 36 25 11 0.694444444444444 0.8732 1.2 66.9 110.5 93.4 1.1830835117773 51.5 44.5 1.15730337078652 16.3 18.2 0.895604395604396 28.6 29.1 29.6 35.4 0.836158192090396 49.9 42 36.5 32.6 1901 114 2626 0.634 32 5 4 "R32" "yes"
"2016" "Coppin_St." "MEAC" 29 7 22 0.241379310344828 0.1368 -16.2 71.1 95.3 111.8 0.852415026833631 44.2 52.8 0.837121212121212 17.7 18.1 0.977900552486188 30.7 34.8 37.2 43.1 0.863109048723898 40.6 51.8 33.4 36.7 1986 35 1047 0.459 4 0 0 "no_postseason" "no"
"2016" "Cornell" "Ivy" 27 9 18 0.333333333333333 0.2276 -11.6 73.3 96.7 107.6 0.898698884758364 48.7 51.5 0.945631067961165 17.9 19.8 0.904040404040404 22.4 36.1 32.3 35.8 0.902234636871508 47 49.7 34.1 36.4 1899 122 2714 0.465 5 0 0 "no_postseason" "no"
"2016" "Creighton" "BE" 35 20 15 0.571428571428571 0.8604 -1.8 71.3 112.8 96.3 1.17133956386293 53.8 49 1.09795918367347 16.1 17.5 0.92 27.3 26.1 37.5 33.5 1.11940298507463 54.5 47.5 35.2 34.6 1912 100 2596 0.606 21 0 0 "no_postseason" "no"
"2016" "Dartmouth" "Ivy" 27 9 18 0.333333333333333 0.3717 -12.4 68.2 98.9 103.5 0.955555555555556 47.5 52.7 0.901328273244782 20.8 20.9 0.995215311004785 32.8 29.7 38.2 42.3 0.90307328605201 45.9 52.7 34.3 35.1 1900 120 2847 0.462 7 2 0 "no_postseason" "no"
"2016" "Davidson" "A10" 32 19 13 0.59375 0.6767 -2.1 71.3 113 106 1.06603773584906 52 52 1 14.2 15.8 0.89873417721519 24.9 30.8 32.3 30.6 1.05555555555556 51.1 52.2 35.5 34.3 1909 111 2691 0.545 14 0 0 "no_postseason" "no"
"2016" "Dayton" "A10" 33 25 8 0.757575757575758 0.8184 2.4 68.5 105.5 92.6 1.13930885529158 51.6 46.9 1.1002132196162 18.6 18 1.03333333333333 28.7 24.2 40.8 32.8 1.24390243902439 51.5 43.7 34.4 34.9 1904 115 2777 0.597 18 1 0 "R64" "yes"
"2016" "Delaware" "CAA" 30 7 23 0.233333333333333 0.2635 -15.3 68.1 100.5 109.9 0.914467697907188 45.3 51.8 0.874517374517375 17.7 13.5 1.31111111111111 29.6 28 42.2 31.9 1.32288401253919 43.7 51.4 32.5 34.8 1906 79 1904 0.495 5 0 0 "no_postseason" "no"
"2016" "Delaware_St." "MEAC" 30 5 25 0.166666666666667 0.0578 -20 67.1 88.6 112.9 0.784765279007972 44.8 51.6 0.868217054263566 21.1 19.9 1.06030150753769 27.2 38.8 29.1 41.3 0.704600484261501 42.4 52.8 32.4 33.3 1974 47 1342 0.396 1 0 0 "no_postseason" "no"
"2016" "Denver" "Sum" 31 16 15 0.516129032258065 0.4573 -10.2 62 102.2 103.7 0.985535197685632 55.7 52 1.07115384615385 20.8 22.7 0.916299559471366 20 31 36.6 43.3 0.84526558891455 54.3 49.9 38.3 37.2 1904 97 2093 0.452 0 0 0 "no_postseason" "no"
"2016" "DePaul" "BE" 31 9 22 0.290322580645161 0.4935 -9.3 68.1 103.9 104.1 0.998078770413064 49.4 51.4 0.961089494163424 21.5 17.8 1.20786516853933 30.7 29.9 36.5 44.8 0.814732142857143 48.6 49.2 34.3 36.4 1924 97 2505 0.59 22 2 0 "no_postseason" "no"
"2016" "Detroit" "Horz" 29 14 15 0.482758620689655 0.474 -8.4 74.5 109.8 110.8 0.990974729241877 52 53.6 0.970149253731343 17.8 17.2 1.03488372093023 32.5 29.4 40.5 46.5 0.870967741935484 50.6 53.7 36.5 35.6 1910 111 2663 0.532 6 0 0 "no_postseason" "no"
"2016" "Drake" "MVC" 30 6 24 0.2 0.2819 -16.9 66.3 102.9 111.6 0.922043010752688 50.7 51.9 0.976878612716763 20.5 14.6 1.4041095890411 25.5 27.8 33.6 30.5 1.1016393442623 47.2 49.6 38.2 37.7 1907 114 2737 0.458 4 1 0 "no_postseason" "no"
"2016" "Drexel" "CAA" 30 6 24 0.2 0.3161 -16.4 65.5 98.8 105.7 0.934720908230842 44.3 52.5 0.843809523809524 16.8 18.1 0.92817679558011 27.7 28.8 36.9 47.4 0.778481012658228 42.3 51.5 32.7 36.5 1895 50 1369 0.549 4 0 0 "no_postseason" "no"
"2016" "Duke" "ACC" 36 25 11 0.694444444444444 0.9122 4.2 68.7 121.2 98.9 1.22548028311426 53.7 49.5 1.08484848484848 14.3 17.4 0.82183908045977 33.2 34.7 40.6 25.3 1.60474308300395 51 48.9 38.5 34 1906 115 3076 0.711 43 16 5 "S16" "yes"
"2016" "Duquesne" "A10" 33 16 17 0.484848484848485 0.5851 -7.8 73.6 108.2 105.1 1.02949571836346 53.9 49.4 1.09109311740891 18.9 15.6 1.21153846153846 27.9 28.4 33.6 38.6 0.870466321243523 53.1 42.8 36.6 40.2 1914 104 2539 0.557 5 1 0 "no_postseason" "no"
"2016" "East_Carolina" "Amer" 32 12 20 0.375 0.4472 -10.6 68 102.3 104.2 0.981765834932821 49 51.2 0.95703125 19.4 18.4 1.05434782608696 28.8 32.3 34.6 26.8 1.2910447761194 47.8 52.2 33.9 33.1 1967 54 1527 0.439 2 0 0 "no_postseason" "no"
"2016" "East_Tennessee_St." "SC" 34 22 12 0.647058823529412 0.4713 -5.1 70.2 105.4 106.5 0.989671361502347 53 50.5 1.04950495049505 18.1 17.8 1.01685393258427 28.3 30.6 34.9 39.8 0.876884422110553 50.4 50.1 38.3 34.1 1959 62 1757 0.546 10 0 0 "no_postseason" "no"
"2016" "Eastern_Illinois" "OVC" 28 11 17 0.392857142857143 0.2665 -12.3 67.8 99.3 108.5 0.915207373271889 49.9 51.4 0.970817120622568 18 19.5 0.923076923076923 26.8 34.7 34.4 40.5 0.849382716049383 48.8 52 34.4 33.5 1982 39 1128 0.46 2 0 0 "no_postseason" "no"
"2016" "Eastern_Kentucky" "OVC" 30 14 16 0.466666666666667 0.4067 -10.5 73.2 105.7 109.2 0.967948717948718 56 53.1 1.05461393596987 20.3 20.3 1 27 34.2 40.3 42.3 0.952718676122931 54.2 51.3 39.5 37.6 1948 70 1867 0.487 8 0 0 "no_postseason" "no"
"2016" "Eastern_Michigan" "MAC" 29 14 15 0.482758620689655 0.5343 -7.8 71.2 105.7 104.4 1.01245210727969 48.8 50.6 0.964426877470356 17.4 20.9 0.832535885167464 31.1 36.9 43.5 42.9 1.01398601398601 49.5 47.6 31.5 36.8 1933 48 1401 0.478 4 0 0 "no_postseason" "no"
"2016" "Eastern_Washington" "BSky" 32 16 16 0.5 0.4674 -10.7 69.4 111.6 112.9 0.988485385296723 56.4 54 1.04444444444444 16.1 15.9 1.0125786163522 26.7 29.2 35.9 37.9 0.947229551451187 55.4 53.3 38.4 37.4 1984 37 1065 0.429 2 0 0 "no_postseason" "no"
"2016" "Elon" "CAA" 30 14 16 0.466666666666667 0.4927 -8.5 72.4 105 105.2 0.998098859315589 51.8 50.3 1.02982107355865 17.7 15.8 1.12025316455696 27.2 29.8 30.4 33.4 0.910179640718563 52.5 49.1 33.9 35.3 2000 20 635 0.425 0 0 0 "no_postseason" "no"
"2016" "Evansville" "MVC" 33 24 9 0.727272727272727 0.7216 -1.4 69.5 105.7 97.3 1.0863309352518 53.4 45.9 1.16339869281046 18.2 18.4 0.989130434782609 24.5 25 46.9 29.4 1.5952380952381 53.2 44.4 35.9 32.6 1925 47 1319 0.543 5 0 0 "no_postseason" "no"
"2016" "Fairfield" "MAAC" 33 19 14 0.575757575757576 0.4057 -7.1 72.4 102.8 106.2 0.967984934086629 51.3 49.6 1.03427419354839 17.6 18.9 0.931216931216931 24.8 34.1 32.6 34.1 0.956011730205279 50 49.1 35.4 33.7 1965 56 1584 0.487 3 0 0 "no_postseason" "no"
"2016" "Fairleigh_Dickinson" "NEC" 32 17 15 0.53125 0.209 -9.9 72.5 103 115.6 0.891003460207612 51.2 52.4 0.977099236641221 17.7 21 0.842857142857143 28.4 35.8 33.3 46.9 0.71002132196162 49.5 52.1 36.4 35.4 1968 53 1476 0.48 6 0 0 "R68" "yes"
"2016" "FIU" "CUSA" 30 11 19 0.366666666666667 0.3646 -14.6 66 102.2 107.3 0.952469711090401 52 48.1 1.08108108108108 19.3 14.2 1.35915492957746 30.8 29.4 35.6 35.7 0.997198879551821 50.7 47.1 36.8 33.1 1988 33 966 0.403 1 0 0 "no_postseason" "no"
"2016" "Florida" "SEC" 36 21 15 0.583333333333333 0.8703 0.1 69.9 110 93.2 1.18025751072961 48.5 46.7 1.03854389721627 16 18.6 0.860215053763441 32.9 29.5 39.5 35.7 1.10644257703081 48.9 44.4 31.9 34.3 1921 99 2560 0.563 22 5 2 "no_postseason" "no"
"2016" "Florida_A&M" "MEAC" 27 6 21 0.222222222222222 0.0506 -18.3 70.4 82.9 107 0.774766355140187 44.8 50.3 0.89065606361829 22.5 20.3 1.10837438423645 25.4 31.2 42.5 38.5 1.1038961038961 44.4 50.4 30.4 33.3 1980 41 1196 0.381 3 0 0 "no_postseason" "no"
"2016" "Florida_Atlantic" "CUSA" 31 7 24 0.225806451612903 0.1885 -17.3 68.4 95 107.9 0.880444856348471 46.7 50 0.934 17.6 16.6 1.06024096385542 23.1 32.9 32.3 37.7 0.856763925729443 44.2 49 34.1 35.4 1994 27 786 0.368 1 0 0 "no_postseason" "no"
"2016" "Florida_Gulf_Coast" "ASun" 31 17 14 0.548387096774194 0.5136 -8.4 68 102.9 102.4 1.0048828125 51.5 47.7 1.07966457023061 17.2 15.9 1.08176100628931 31.7 27.5 37.3 35.3 1.05665722379603 51.5 48.3 34.2 31.2 2011 10 319 0.571 3 0 0 "R64" "yes"
"2016" "Florida_St." "ACC" 34 20 14 0.588235294117647 0.8069 0.1 72.7 112.2 99.1 1.1321897073663 51.8 50.9 1.01768172888016 18 18.9 0.952380952380952 32.8 28.3 37.8 36.7 1.0299727520436 52.1 48.9 34.1 36.2 1957 64 1875 0.594 17 1 0 "no_postseason" "no"
"2016" "Fordham" "A10" 30 16 14 0.533333333333333 0.5388 -6 67.5 101.8 100.4 1.01394422310757 51.5 51.4 1.00194552529183 20.4 22.4 0.910714285714286 30.4 26.9 33.6 40.5 0.82962962962963 51.2 52.3 34.6 33.4 1903 116 2917 0.522 4 0 0 "no_postseason" "no"
"2016" "Fresno_St." "MWC" 33 23 10 0.696969696969697 0.6646 -0.9 69.8 106.3 100.1 1.06193806193806 48.4 48.8 0.991803278688525 15.1 21 0.719047619047619 30 29.7 37.7 46.4 0.8125 47 48.4 34.4 33 1956 53 1583 0.562 6 0 0 "R64" "yes"
