"TEAM" "CONF" "G" "W" "L" "WL_perc" "BARTHAG" "WAB" "ADJ_T" "ADJOE" "ADJDE" "pp100p_ratio" "EFG_O" "EFG_D" "EFG_ratio" "TOR" "TORD" "TOR_ratio" "ORB" "DRB" "FTR" "FTRD" "FTR_ratio" "X2P_O" "X2P_D" "X3P_O" "X3P_D" "first_year" "age" "all_games_played" "all_WL_perc" "MM" "F4" "CHAMP" "POSTSEASON" "post"
"Arizona" "P12" 32 17 15 0.53125 0.6807 -4.2 68.3 104 97.4 1.06776180698152 49 50.9 0.962671905697446 16.7 20.3 0.822660098522167 28.4 25.9 33.3 35 0.951428571428571 48.1 51.9 33.6 32.9 1905 113 2735 0.657 35 4 1 "no_postseason" "no"
"Arizona_St." "P12" 34 23 11 0.676470588235294 0.775 0.1 71.9 108.7 97.6 1.11372950819672 50.6 48.5 1.04329896907217 18.7 19 0.984210526315789 31.7 26.9 43.8 38.6 1.13471502590674 50.8 47.3 33.6 33.4 1912 105 2552 0.532 16 0 0 "R64" "yes"
"Arkansas" "SEC" 34 18 16 0.529411764705882 0.8046 -2.2 71.9 109.3 96.7 1.13029989658738 51 49.4 1.03238866396761 18.3 22.5 0.813333333333333 28.3 34.8 38.4 41.7 0.920863309352518 50.6 48.9 34.5 33.3 1924 97 2655 0.64 32 6 1 "no_postseason" "no"
"Arkansas_Pine_Bluff" "SWAC" 31 13 18 0.419354838709677 0.1324 -14 67.1 94.1 110.8 0.84927797833935 48.4 51.6 0.937984496124031 22.1 19.7 1.12182741116751 29.1 30.7 42.4 45 0.942222222222222 47 50.8 34 35.5 1999 22 649 0.302 1 0 0 "no_postseason" "no"
"Arkansas_St." "SB" 30 13 17 0.433333333333333 0.3315 -12.6 69.6 102.4 108.8 0.941176470588235 47.2 51.6 0.914728682170543 19.4 17.1 1.13450292397661 33.7 29.8 37.9 43.7 0.867276887871853 46.5 50.2 32.3 36 1971 50 1434 0.514 1 0 0 "no_postseason" "no"
"Army" "Pat" 31 13 18 0.419354838709677 0.3254 -14 71.2 95.8 102.1 0.938295788442703 49.6 53.3 0.930581613508443 16.5 18.7 0.882352941176471 21.6 22.9 24.3 28.4 0.855633802816901 51 53.4 31.8 35.4 1903 118 2501 0.496 0 0 0 "no_postseason" "no"
"Auburn" "SEC" 39 30 9 0.769230769230769 0.942 6.1 69.3 121.3 95.2 1.27415966386555 54.4 51.7 1.05222437137331 16.8 24.6 0.682926829268293 31.6 32.8 30.9 36.4 0.848901098901099 51.7 51.4 38.1 34.8 1906 114 2580 0.534 10 1 0 "F4" "yes"
"Austin_Peay" "OVC" 31 22 9 0.709677419354839 0.6218 -4.9 70.4 110.3 105.7 1.04351939451277 52.9 52.5 1.00761904761905 16.6 20.8 0.798076923076923 32.3 30 34.7 34.2 1.01461988304094 51.1 53.5 37.5 34 1964 57 1621 0.5 7 0 0 "no_postseason" "no"
"Ball_St." "MAC" 32 16 16 0.5 0.5825 -8.6 71.6 100.5 97.7 1.02865916069601 51.8 47.3 1.09513742071882 20.2 17.9 1.12849162011173 27.5 28.6 37.6 30.4 1.23684210526316 53.5 46.8 32.2 32.1 1972 49 1425 0.531 7 0 0 "no_postseason" "no"
"Baylor" "B12" 34 20 14 0.588235294117647 0.84 0.9 66.6 114.6 99.2 1.15524193548387 51.2 49.1 1.04276985743381 19.7 18.6 1.05913978494624 37.9 29.4 32.3 36.5 0.884931506849315 51.2 47.5 34.1 34.5 1907 114 2735 0.498 12 2 0 "R32" "yes"
"Belmont" "OVC" 32 27 5 0.84375 0.8138 1.2 72.5 114.9 101 1.13762376237624 57.6 48.7 1.18275154004107 15.2 16 0.95 25.3 25 28.5 27.4 1.04014598540146 59.2 47.2 37 34.4 2000 21 649 0.653 8 0 0 "R64" "yes"
"Bethune_Cookman" "MEAC" 29 14 15 0.482758620689655 0.2017 -13.2 73.3 93 104.8 0.887404580152672 48.3 47.8 1.01046025104603 21.5 19.7 1.09137055837563 33.5 31.5 37.1 36.6 1.01366120218579 48.3 48.7 32.4 30.9 1981 40 1172 0.363 0 0 0 "no_postseason" "no"
"Binghamton" "AE" 31 10 21 0.32258064516129 0.1407 -17.4 67.2 95.9 112.3 0.853962600178094 49.5 52.3 0.946462715105163 18.5 16.7 1.10778443113772 20.9 31.7 24.3 25.2 0.964285714285714 48.4 49 33.9 38.4 2002 19 558 0.36 1 0 0 "no_postseason" "no"
"Boise_St." "MWC" 32 13 19 0.40625 0.6404 -11.9 66.9 107.6 102.4 1.05078125 53.9 51.8 1.04054054054054 17.3 18.5 0.935135135135135 23.5 24.4 31.8 33.6 0.946428571428571 54.7 52 35.2 34.3 1972 49 1428 0.555 7 0 0 "no_postseason" "no"
"Boston_College" "ACC" 31 14 17 0.451612903225806 0.628 -5.4 68.8 106.2 101.5 1.04630541871921 48.5 48.4 1.00206611570248 17.5 16.6 1.05421686746988 28.6 31.5 35 29.4 1.19047619047619 49.1 48.8 31.7 32 1946 75 2096 0.549 18 0 0 "no_postseason" "no"
"Boston_University" "Pat" 32 15 17 0.46875 0.3415 -13.1 67.8 103.4 109.5 0.944292237442922 53.4 54.6 0.978021978021978 18.8 18.2 1.03296703296703 28.6 25.1 24.8 32.5 0.763076923076923 54.5 56.4 34.2 34.7 1916 94 2145 0.512 7 0 0 "no_postseason" "no"
"Bowling_Green" "MAC" 32 22 10 0.6875 0.6466 -4.3 71.5 107.5 102 1.05392156862745 50.5 50.8 0.994094488188976 16.6 17.8 0.932584269662921 30.7 24.8 34.9 31.1 1.12218649517685 48.8 50 35.8 34.6 1916 105 2585 0.54 4 0 0 "no_postseason" "no"
"Bradley" "MVC" 34 20 14 0.588235294117647 0.517 -7.9 66.5 101.1 100.5 1.00597014925373 49.7 47.6 1.04411764705882 18.8 18.4 1.02173913043478 26.7 26.7 36.3 35.6 1.01966292134831 46.5 46.5 37 32.8 1903 116 2885 0.582 9 2 0 "R64" "yes"
"Brown" "Ivy" 30 20 10 0.666666666666667 0.5373 -5.7 72.4 98.5 97.2 1.01337448559671 50.4 48 1.05 20.3 20.9 0.971291866028708 24.5 27.5 36.7 31.3 1.17252396166134 50.2 50.1 33.8 30 1901 114 2586 0.406 2 0 0 "no_postseason" "no"
"Bryant" "NEC" 30 10 20 0.333333333333333 0.15 -16.3 69.3 98.5 114.5 0.860262008733624 49 54.9 0.892531876138434 18.4 18.6 0.989247311827957 26.6 30.2 36.8 35.4 1.03954802259887 49.2 52.8 32.5 38.8 2011 10 294 0.361 0 0 0 "no_postseason" "no"
"Bucknell" "Pat" 33 21 12 0.636363636363636 0.5136 -5.5 71.9 104 103.5 1.0048309178744 53 49.2 1.07723577235772 17.3 16.6 1.0421686746988 25.8 27.6 33.9 32.4 1.0462962962963 53.3 48.8 35.1 33.3 1896 125 2692 0.54 8 0 0 "no_postseason" "no"
"Buffalo" "MAC" 35 32 3 0.914285714285714 0.8819 5.5 74.9 113.6 95.3 1.19202518363064 53.4 47.3 1.12896405919662 16 20.3 0.788177339901478 31.7 26.9 32.7 31.9 1.02507836990596 55.7 49.3 33.7 29.3 1907 51 1218 0.511 4 0 0 "R32" "yes"
"Butler" "BE" 33 16 17 0.484848484848485 0.7394 -4.4 67.2 110.5 100.9 1.09514370664024 52.1 52.7 0.988614800759013 16.1 18.9 0.851851851851852 25.7 27.6 25.2 36.3 0.694214876033058 51.4 52.2 35.3 35.7 1897 122 2756 0.584 16 2 0 "no_postseason" "no"
"BYU" "WCC" 32 19 13 0.59375 0.6868 -3.1 72.7 110 102.8 1.07003891050584 52.8 50.7 1.0414201183432 15.3 17.6 0.869318181818182 23.7 27 40 35.4 1.12994350282486 54.7 48.3 33 36.6 1903 118 2939 0.626 29 0 0 "no_postseason" "no"
"Cal_Poly" "BW" 27 6 21 0.222222222222222 0.1262 -18.6 67.5 97.1 114.9 0.845082680591819 47.2 52.6 0.897338403041825 17 15.6 1.08974358974359 26.1 31.4 25.8 38.1 0.677165354330709 46.6 51.5 32 36.5 1995 26 748 0.398 1 0 0 "no_postseason" "no"
"Cal_St._Bakersfield" "WAC" 31 18 13 0.580645161290323 0.3441 -8.8 66.5 101.4 107.2 0.94589552238806 46.6 51.3 0.908382066276803 19 20.1 0.945273631840796 37.9 29.6 29.2 52.5 0.556190476190476 46.7 49.5 31 36 2011 10 301 0.502 1 0 0 "no_postseason" "no"
"Cal_St._Fullerton" "BW" 32 16 16 0.5 0.354 -9.7 71.1 97 102.2 0.949119373776908 49.1 48.3 1.01656314699793 19.1 16.8 1.13690476190476 24.5 27 38.5 35.7 1.07843137254902 50.3 48.5 30.8 32 1975 46 1327 0.473 3 0 0 "no_postseason" "no"
"Cal_St._Northridge" "BW" 33 13 20 0.393939393939394 0.2967 -14.7 72.3 103.3 111.4 0.927289048473968 51.5 51.6 0.998062015503876 16.7 17.1 0.976608187134503 28.4 32.5 31.8 32.2 0.987577639751553 50.3 48.2 36.1 38.4 1991 30 880 0.424 2 0 0 "no_postseason" "no"
"California" "P12" 31 8 23 0.258064516129032 0.3925 -13.5 68 102.9 106.9 0.962581852198316 48.6 56.9 0.854130052724077 16.5 20.5 0.804878048780488 23.3 31.4 34.8 36.1 0.96398891966759 46.5 56.7 35 38.1 2019 2 45 0.578 0 0 0 "no_postseason" "no"
"Campbell" "BSth" 30 20 10 0.666666666666667 0.4489 -7.4 67.1 106.9 108.8 0.982536764705882 52.8 54.6 0.967032967032967 14.8 19.5 0.758974358974359 23.7 28.9 31.2 36 0.866666666666667 54.8 53.6 33.8 37.3 1978 43 1226 0.418 1 0 0 "no_postseason" "no"
"Canisius" "MAAC" 32 15 17 0.46875 0.2539 -11.7 69.2 101.1 111 0.910810810810811 50.5 53.6 0.942164179104478 18.6 20.5 0.907317073170732 27 31.9 31.4 36.9 0.850948509485095 52 53.3 32.4 36 1904 116 2586 0.507 4 0 0 "no_postseason" "no"
"Central_Arkansas" "Slnd" 30 14 16 0.466666666666667 0.2097 -13.4 72 98.6 110.7 0.890695573622403 49.1 51.9 0.946050096339114 19.7 18 1.09444444444444 24.5 30.9 34.2 34.3 0.997084548104956 46.3 51.2 35.3 35.3 2011 10 291 0.302 0 0 0 "no_postseason" "no"
"Central_Connecticut" "NEC" 29 11 18 0.379310344827586 0.1373 -15.3 70.5 95.1 111.6 0.852150537634409 47 53 0.886792452830189 19.8 18.1 1.0939226519337 29.6 29.9 34.1 37.2 0.916666666666667 45.8 51.5 32.8 36.6 1987 34 975 0.402 3 0 0 "no_postseason" "no"
"Central_Michigan" "MAC" 32 23 9 0.71875 0.6038 -4 72.4 109.2 105.3 1.03703703703704 51.4 50.1 1.02594810379242 16.2 18.7 0.866310160427808 31 33.1 40 28.8 1.38888888888889 48.9 53.6 36.9 29.3 1974 47 1338 0.445 4 0 0 "no_postseason" "no"
"Charleston_Southern" "BSth" 30 18 12 0.6 0.4843 -9.3 70.5 100.1 100.6 0.995029821073559 49.8 50.9 0.978388998035363 18 21.1 0.853080568720379 29.1 27.7 27 31.2 0.865384615384615 48.4 48.8 34.5 35.9 1975 46 1304 0.416 1 0 0 "no_postseason" "no"
"Charlotte" "CUSA" 29 8 21 0.275862068965517 0.1916 -15.4 65.9 95 107.7 0.882079851439183 48.1 51.3 0.937621832358675 22 17.9 1.22905027932961 22.3 26.4 36.3 32.6 1.11349693251534 49.2 49.9 31.1 35.5 1973 48 1411 0.549 11 1 0 "no_postseason" "no"
"Chattanooga" "SC" 29 12 17 0.413793103448276 0.3286 -12.6 67.9 101 107.5 0.93953488372093 51.5 52.9 0.973534971644613 19.1 15.4 1.24025974025974 24.6 28.4 24.2 31.6 0.765822784810127 49.3 52 36.3 36.4 1978 43 1306 0.6 11 0 0 "no_postseason" "no"
"Chicago_St." "WAC" 30 3 27 0.1 0.038 -20.9 71.9 88.5 117.3 0.754475703324808 44.2 57.8 0.764705882352941 22.5 16.7 1.34730538922156 22.1 33.9 33.1 33.9 0.976401179941003 43.5 57.9 30.7 38.5 1985 46 862 0.486 0 0 0 "no_postseason" "no"
"Cincinnati" "Amer" 35 28 7 0.8 0.8871 5.8 65 112.3 93.8 1.19722814498934 49 48.6 1.0082304526749 16 20.9 0.76555023923445 37.4 29.3 37.6 30.5 1.2327868852459 47.6 45.1 34.5 35.5 1902 119 2844 0.641 33 6 2 "R64" "yes"
"Clemson" "ACC" 34 20 14 0.588235294117647 0.8773 0.1 67.4 107.2 90.3 1.18715393133998 50.7 47.6 1.06512605042017 19.7 19.8 0.994949494949495 27.8 24.5 33.5 30 1.11666666666667 51.5 44.4 32.8 35 1912 109 2649 0.505 12 0 0 "no_postseason" "no"
"Cleveland_St." "Horz" 29 10 19 0.344827586206897 0.2708 -15.2 70.7 101.4 110.5 0.917647058823529 51.5 51.6 0.998062015503876 18.5 16.8 1.10119047619048 26.3 33 31.7 34 0.932352941176471 48.9 53.2 36.5 32.9 1973 48 1394 0.493 2 0 0 "no_postseason" "no"
"Coastal_Carolina" "SB" 32 17 15 0.53125 0.5592 -9.9 70.9 106.4 104.2 1.021113243762 51.8 51 1.0156862745098 19.6 18 1.08888888888889 32.7 28.6 39.4 42.3 0.931442080378251 49.4 53.1 37 32.3 1987 34 1005 0.509 4 0 0 "no_postseason" "no"
"Colgate" "Pat" 34 24 10 0.705882352941177 0.5961 -4.4 67.9 109.1 105.5 1.03412322274882 55.9 50.7 1.1025641025641 19.3 17.8 1.08426966292135 30.2 27.1 28.4 28.2 1.00709219858156 53.5 50.5 39.5 33.9 1901 120 2697 0.479 3 0 0 "R64" "yes"
"College_of_Charleston" "CAA" 32 24 8 0.75 0.601 -3.1 66.8 106.8 103.1 1.03588748787585 54.2 52.1 1.04030710172745 15.6 19.1 0.816753926701571 25.6 25.9 33.5 26.4 1.26893939393939 56.3 53.7 33.7 33.3 1992 29 892 0.693 5 0 0 "no_postseason" "no"
"Colorado" "P12" 36 23 13 0.638888888888889 0.7584 -3.6 69.5 105.8 95.7 1.1055381400209 51 48.4 1.05371900826446 19.1 17.4 1.09770114942529 30.7 23.6 37.2 31.1 1.19614147909968 52.3 48.8 32.3 31.8 1902 117 2543 0.523 14 2 0 "no_postseason" "no"
"Colorado_St." "MWC" 31 12 19 0.387096774193548 0.462 -13 68.5 106.5 107.9 0.987025023169601 54.4 53.1 1.02448210922787 17 16.2 1.04938271604938 23.9 27.1 31.9 29.5 1.08135593220339 55.5 53.5 35.2 35 1902 116 2554 0.499 10 0 0 "no_postseason" "no"
"Columbia" "Ivy" 26 10 16 0.384615384615385 0.4033 -12.5 68.9 102 105.6 0.965909090909091 51.5 52.1 0.988483685220729 18 18.9 0.952380952380952 24.3 27.2 22.4 38.1 0.587926509186352 50.6 51 35.4 35.8 1901 120 2633 0.496 3 0 0 "no_postseason" "no"
"Connecticut" "Amer" 33 16 17 0.484848484848485 0.6797 -5.7 70.4 107.8 101 1.06732673267327 51 49.6 1.02822580645161 18.5 20 0.925 32.3 30.2 32.7 39.2 0.834183673469388 50.7 49.2 34.4 33.5 1901 114 2626 0.634 32 5 4 "no_postseason" "no"
"Coppin_St." "MEAC" 33 8 25 0.242424242424242 0.0724 -18.1 71.7 87.5 109.2 0.801282051282051 45.5 50.2 0.906374501992032 23.3 16.7 1.39520958083832 26 28.9 37.7 33.6 1.12202380952381 47.7 47.1 28.6 36.5 1986 35 1047 0.459 4 0 0 "no_postseason" "no"
"Cornell" "Ivy" 29 15 14 0.517241379310345 0.3611 -8.5 69.3 99 104 0.951923076923077 51.1 50.5 1.01188118811881 18.9 17.4 1.08620689655172 18.8 28.8 33.9 26.8 1.26492537313433 52.3 50.6 32.9 33.7 1899 122 2714 0.465 5 0 0 "no_postseason" "no"
"Creighton" "BE" 34 20 14 0.588235294117647 0.8229 -2.3 70.1 110.9 97.1 1.14212152420185 56.2 52.8 1.06439393939394 18.6 19.1 0.973821989528796 24.7 26.8 29 27.9 1.03942652329749 55.7 52.9 37.9 35 1912 100 2596 0.606 21 0 0 "no_postseason" "no"
"Dartmouth" "Ivy" 28 11 17 0.392857142857143 0.3975 -12.9 67.4 102.7 106.5 0.964319248826291 51.8 53 0.977358490566038 17.6 16 1.1 23.9 24.8 24.8 27.9 0.888888888888889 50.6 54.6 35.8 33.1 1900 120 2847 0.462 7 2 0 "no_postseason" "no"
"Davidson" "A10" 33 24 9 0.727272727272727 0.6974 -0.9 66.1 107.3 99.8 1.0751503006012 53.1 48.3 1.09937888198758 16.7 16.7 1 23.3 24.8 28.3 30 0.943333333333333 52.8 47.3 35.6 33 1909 111 2691 0.545 14 0 0 "no_postseason" "no"
"Dayton" "A10" 33 21 12 0.636363636363636 0.7915 -2.3 66.1 111.1 98.9 1.12335692618807 56.1 47.9 1.17118997912317 18.8 16.8 1.11904761904762 26.9 27.4 32.1 23.8 1.34873949579832 59.5 47.7 33.2 32.1 1904 115 2777 0.597 18 1 0 "no_postseason" "no"
"Delaware" "CAA" 31 17 14 0.548387096774194 0.2821 -11.1 64.8 103.4 112.1 0.922390722569135 53.3 52.8 1.0094696969697 17.2 14.9 1.15436241610738 24.2 28.8 31.2 28.6 1.09090909090909 50.9 49.9 37.8 38.4 1906 79 1904 0.495 5 0 0 "no_postseason" "no"
"Delaware_St." "MEAC" 29 6 23 0.206896551724138 0.0358 -21.7 71.6 84.3 112.2 0.751336898395722 40 52.4 0.763358778625954 19 18.9 1.00529100529101 27.8 31.6 25.5 39.2 0.650510204081633 37.7 52.6 29 34.7 1974 47 1342 0.396 1 0 0 "no_postseason" "no"
"Denver" "Sum" 29 8 21 0.275862068965517 0.1916 -16.1 68.8 98.3 111.5 0.881614349775785 50.2 56.5 0.888495575221239 19.7 15.7 1.25477707006369 26.4 22.9 26.2 28.3 0.925795053003533 47.8 51.7 36.2 41.8 1904 97 2093 0.452 0 0 0 "no_postseason" "no"
"DePaul" "BE" 36 19 17 0.527777777777778 0.6381 -5.2 71 111.7 106.3 1.05079962370649 52.7 53.2 0.990601503759398 18.8 17.7 1.06214689265537 32.7 25.6 36.1 30.9 1.16828478964401 53.3 51.2 34.3 37.3 1924 97 2505 0.59 22 2 0 "no_postseason" "no"
"Detroit" "Horz" 31 11 20 0.354838709677419 0.3402 -12.3 70.1 105.7 112 0.94375 49.7 54.4 0.913602941176471 16.3 19.8 0.823232323232323 29.3 36.4 31 32.7 0.948012232415902 46.7 56.2 35.6 34.5 1910 111 2663 0.532 6 0 0 "no_postseason" "no"
"Drake" "MVC" 32 24 8 0.75 0.6349 -2.9 70.6 106.2 101.2 1.04940711462451 53.3 48.7 1.09445585215606 19.1 16.8 1.13690476190476 24.3 26 32.6 29.4 1.10884353741497 53.2 50.8 35.7 30 1907 114 2737 0.458 4 1 0 "no_postseason" "no"
"Drexel" "CAA" 31 13 18 0.419354838709677 0.2602 -13.6 70.7 103.1 112.9 0.913197519929141 51.3 55.6 0.922661870503597 16.6 14.6 1.13698630136986 29.2 26.3 30.6 30.3 1.00990099009901 50.9 54.7 34.7 38.2 1895 50 1369 0.549 4 0 0 "no_postseason" "no"
"Duke" "ACC" 38 32 6 0.842105263157895 0.9646 11.2 73.6 118.9 89.2 1.33295964125561 53.6 45 1.19111111111111 17.5 19.4 0.902061855670103 35.6 29.5 33.2 24 1.38333333333333 58 45 30.8 29.9 1906 115 3076 0.711 43 16 5 "E8" "yes"
"Duquesne" "A10" 32 19 13 0.59375 0.4824 -6.7 71 103.8 104.4 0.994252873563218 49.9 49.9 1 19.8 21.6 0.916666666666667 31.9 35.1 35 31.9 1.09717868338558 51.1 49.5 32.2 33.8 1914 104 2539 0.557 5 1 0 "no_postseason" "no"
"East_Carolina" "Amer" 31 10 21 0.32258064516129 0.3273 -12.3 69.9 98.8 105.2 0.939163498098859 46.1 51 0.903921568627451 19 19.5 0.974358974358974 28.2 31 35.6 41.8 0.851674641148325 47.7 52 28.4 32.9 1967 54 1527 0.439 2 0 0 "no_postseason" "no"
"East_Tennessee_St." "SC" 32 24 8 0.75 0.6568 -1.5 68.5 107.9 102 1.0578431372549 54.6 52.6 1.03802281368821 20 20.5 0.975609756097561 37 23.9 30 30.5 0.983606557377049 55 48.5 35.9 39.1 1959 62 1757 0.546 10 0 0 "no_postseason" "no"
"Eastern_Illinois" "OVC" 31 14 17 0.451612903225806 0.2251 -12.1 68.3 99.4 110.6 0.89873417721519 49.6 53.6 0.925373134328358 18.8 18.4 1.02173913043478 29.2 30.5 28.7 33.1 0.867069486404834 46.7 50.3 36.2 39 1982 39 1128 0.46 2 0 0 "no_postseason" "no"
"Eastern_Kentucky" "OVC" 29 13 16 0.448275862068966 0.3282 -11.3 78.6 98.7 105.1 0.939105613701237 47.8 53.2 0.898496240601504 18.2 21.5 0.846511627906977 27.3 31.1 32.6 39.7 0.821158690176322 47.7 54.4 32 34 1948 70 1867 0.487 8 0 0 "no_postseason" "no"
"Eastern_Michigan" "MAC" 28 15 13 0.535714285714286 0.4973 -8.1 64.4 101.4 101.5 0.999014778325123 48.5 50.8 0.954724409448819 20.8 20.1 1.03482587064677 34.3 34.9 33.9 32 1.059375 50.5 50.4 29.9 34.2 1933 48 1401 0.478 4 0 0 "no_postseason" "no"
"Eastern_Washington" "BSky" 33 16 17 0.484848484848485 0.3297 -11.9 69 100.1 106.4 0.94078947368421 50.3 52.5 0.958095238095238 17.1 16.6 1.03012048192771 24.6 23.6 27 34.8 0.775862068965517 48.9 50.1 34.8 37.4 1984 37 1065 0.429 2 0 0 "no_postseason" "no"
"Elon" "CAA" 30 11 19 0.366666666666667 0.2335 -16.3 69.5 99.2 110 0.901818181818182 52 53.6 0.970149253731343 18.4 15.2 1.21052631578947 22.4 28.3 24.3 29.4 0.826530612244898 52.2 51.5 34.6 37.8 2000 20 635 0.425 0 0 0 "no_postseason" "no"
"Evansville" "MVC" 30 11 19 0.366666666666667 0.3008 -14.5 71 98.1 105.6 0.928977272727273 49.4 50 0.988 18.5 17.1 1.08187134502924 18.9 26.2 37.5 37.5 1 47.9 49 34.2 34.8 1925 47 1319 0.543 5 0 0 "no_postseason" "no"
"Fairfield" "MAAC" 31 9 22 0.290322580645161 0.2571 -17.8 69.3 95.9 105.1 0.912464319695528 50.7 52.6 0.963878326996198 20.7 21.4 0.967289719626168 26.1 28.9 23.9 40.1 0.596009975062344 49.5 51.2 35 36.6 1965 56 1584 0.487 3 0 0 "no_postseason" "no"
"Fairleigh_Dickinson" "NEC" 33 21 12 0.636363636363636 0.3494 -9.3 68 104.5 110.3 0.947416137805984 54.2 52 1.04230769230769 19.7 20.2 0.975247524752475 29.5 33.2 35.7 29.4 1.21428571428571 51 51.3 40.1 35.3 1968 53 1476 0.48 6 0 0 "R64" "yes"
"FIU" "CUSA" 30 20 10 0.666666666666667 0.3994 -7.9 79.1 101.4 105.1 0.964795432921028 48.9 53.1 0.92090395480226 17.7 23.4 0.756410256410256 25.7 34.4 37.9 35.4 1.07062146892655 52.2 53.6 29.3 34.8 1988 33 966 0.403 1 0 0 "no_postseason" "no"
"Florida" "SEC" 36 20 16 0.555555555555556 0.8947 0.7 64.3 110.3 91.6 1.20414847161572 49.8 48.1 1.03534303534304 17.9 22.4 0.799107142857143 30.6 32.2 29.9 33.6 0.889880952380952 49.5 48.5 33.4 31.6 1921 99 2560 0.563 22 5 2 "R32" "yes"
"Florida_A&M" "MEAC" 29 12 17 0.413793103448276 0.1673 -14.1 66.4 88.2 101.4 0.869822485207101 49.1 48.5 1.01237113402062 24.6 21.7 1.13364055299539 27.9 32.4 31.1 40.5 0.767901234567901 46.9 50.4 36.4 30.2 1980 41 1196 0.381 3 0 0 "no_postseason" "no"
"Florida_Atlantic" "CUSA" 30 17 13 0.566666666666667 0.5042 -9 68.7 98.4 98.3 1.00101729399797 47.9 48.2 0.993775933609958 20.7 18.1 1.14364640883978 29 25.4 28.6 31.4 0.910828025477707 47 48.7 32.6 31.6 1994 27 786 0.368 1 0 0 "no_postseason" "no"
"Florida_Gulf_Coast" "ASun" 30 14 16 0.466666666666667 0.3675 -11.1 69.8 99.9 104.8 0.95324427480916 52.6 52.1 1.00959692898273 21.2 19.2 1.10416666666667 25.6 30.8 31.9 27.4 1.16423357664234 50.7 49.9 36.9 36.8 2011 10 319 0.571 3 0 0 "no_postseason" "no"
