"TEAM" "CONF" "G" "W" "L" "WL_perc" "BARTHAG" "WAB" "ADJ_T" "ADJOE" "ADJDE" "pp100p_ratio" "EFG_O" "EFG_D" "EFG_ratio" "TOR" "TORD" "TOR_ratio" "ORB" "DRB" "FTR" "FTRD" "FTR_ratio" "X2P_O" "X2P_D" "X3P_O" "X3P_D" "first_year" "age" "all_games_played" "all_WL_perc" "MM" "F4" "CHAMP" "POSTSEASON" "post"
"Arizona" "P12" 38 34 4 0.894736842105263 0.97 9 66.7 117.5 86.9 1.35212888377445 53.5 45.1 1.18625277161863 16.5 20.6 0.800970873786408 34.5 22.4 47.1 37.3 1.2627345844504 53.3 42.7 36 33.5 1905 113 2735 0.657 35 4 1 "E8" "yes"
"Arizona_St." "P12" 34 18 16 0.529411764705882 0.7711 -3.8 66.3 107.9 97.1 1.11122554067971 50.9 50.2 1.01394422310757 20.7 19.1 1.08376963350785 31.8 25.1 42.1 34.1 1.23460410557185 49.9 48.6 35 36.2 1912 105 2552 0.532 16 0 0 "no_postseason" "no"
"Arkansas" "SEC" 36 27 9 0.75 0.8696 3.9 69.9 113.2 96 1.17916666666667 50 48.3 1.0351966873706 16.9 22.3 0.757847533632287 35.7 34.6 37.3 38.8 0.961340206185567 48.8 46.2 34.9 35.2 1924 97 2655 0.64 32 6 1 "R32" "yes"
"Arkansas_Pine_Bluff" "SWAC" 32 12 20 0.375 0.1035 -15.1 64.1 90.1 108.7 0.828886844526219 46.3 51.2 0.904296875 23.5 24.9 0.943775100401607 30.5 39.5 35.6 48.8 0.729508196721312 44.2 48.8 33.3 36.9 1999 22 649 0.302 1 0 0 "no_postseason" "no"
"Arkansas_St." "SB" 28 10 18 0.357142857142857 0.188 -13 66 93.5 106.2 0.880414312617702 45.3 48.3 0.937888198757764 20 17.6 1.13636363636364 29.7 32.7 33 34.7 0.951008645533141 44.1 47.6 32 33.1 1971 50 1434 0.514 1 0 0 "no_postseason" "no"
"Army" "Pat" 29 14 15 0.482758620689655 0.2739 -10.9 69.9 97.4 106.1 0.918001885014138 50 51 0.980392156862745 19.1 18.9 1.01058201058201 29.7 31.5 32 40.7 0.786240786240786 51.1 49.9 32.2 35.8 1903 118 2501 0.496 0 0 0 "no_postseason" "no"
"Auburn" "SEC" 34 14 20 0.411764705882353 0.6016 -6.9 67.9 105.3 101.6 1.03641732283465 46.9 52.5 0.893333333333333 18.9 21.3 0.887323943661972 27.6 34.1 48.8 41.9 1.16467780429594 43.4 53.8 35 33.3 1906 114 2580 0.534 10 1 0 "no_postseason" "no"
"Austin_Peay" "OVC" 28 6 22 0.214285714285714 0.1662 -16.7 67.2 93.1 107.1 0.869281045751634 44.5 54.9 0.810564663023679 20.8 20.3 1.02463054187192 31.8 29.2 41.6 38.4 1.08333333333333 44.2 53.2 30.1 38.6 1964 57 1621 0.5 7 0 0 "no_postseason" "no"
"Ball_St." "MAC" 29 6 23 0.206896551724138 0.2942 -15.8 64 98.9 106.7 0.926897844423618 48.9 52.4 0.933206106870229 21.6 18.2 1.18681318681319 29.9 28.6 35.4 42.1 0.840855106888361 47.7 51.8 33.6 35.7 1972 49 1425 0.531 7 0 0 "no_postseason" "no"
"Baylor" "B12" 33 23 10 0.696969696969697 0.9316 5 62.1 116.3 92.7 1.25458468176915 49.8 45.8 1.08733624454148 20.1 19.3 1.04145077720207 41.9 31.5 38.6 32.1 1.20249221183801 46.1 46.4 38.2 29.8 1907 114 2735 0.498 12 2 0 "R64" "yes"
"Belmont" "OVC" 32 21 11 0.65625 0.5497 -4.7 67.6 108.7 106.8 1.01779026217228 56.5 51.3 1.10136452241715 20.3 18.5 1.0972972972973 28.9 29.6 32.2 28.2 1.14184397163121 56.4 51.2 37.7 34.3 2000 21 649 0.653 8 0 0 "R64" "yes"
"Bethune_Cookman" "MEAC" 30 9 21 0.3 0.1001 -18.2 60.6 90.4 109.4 0.826325411334552 44.2 48.2 0.91701244813278 22.7 20.9 1.08612440191388 34.4 34.1 40.3 46.4 0.868534482758621 44.4 47.5 29.1 33.1 1981 40 1172 0.363 0 0 0 "no_postseason" "no"
"Binghamton" "AE" 30 5 25 0.166666666666667 0.1151 -19.3 63.6 91.4 109.2 0.836996336996337 44.6 52.3 0.852772466539197 21.6 20.4 1.05882352941176 26.2 32.5 39.8 33.8 1.17751479289941 43.9 49.8 30.6 37.5 2002 19 558 0.36 1 0 0 "no_postseason" "no"
"Boise_St." "MWC" 32 23 9 0.71875 0.821 0.2 63.4 109.5 96 1.140625 53.2 47.6 1.11764705882353 16.1 19.4 0.829896907216495 27.8 25.6 32.4 31.6 1.0253164556962 49.6 48.1 38.9 31.3 1972 49 1428 0.555 7 0 0 "R68" "yes"
"Boston_College" "ACC" 32 13 19 0.40625 0.74 -5.8 63.9 108.6 99.2 1.09475806451613 50.8 49.4 1.02834008097166 18.8 18.8 1 26 30.9 35 40.8 0.857843137254902 52.1 49 32.4 33.5 1946 75 2096 0.549 18 0 0 "no_postseason" "no"
"Boston_University" "Pat" 29 12 17 0.413793103448276 0.3566 -11.9 64.7 103.9 109.3 0.950594693504117 52.7 53 0.994339622641509 19.4 16.3 1.19018404907975 28.2 28.4 44.9 33.6 1.33630952380952 50.8 50.9 36.8 37.4 1916 94 2145 0.512 7 0 0 "no_postseason" "no"
"Bowling_Green" "MAC" 32 21 11 0.65625 0.614 -4.2 63.8 104.2 100.1 1.04095904095904 49.3 47.2 1.04449152542373 18.4 19.5 0.943589743589744 31.6 29.5 32.4 32.2 1.00621118012422 48.6 46.1 33.8 32.6 1916 105 2585 0.54 4 0 0 "no_postseason" "no"
"Bradley" "MVC" 32 8 24 0.25 0.322 -15.2 62.4 91.9 98.1 0.936799184505607 42.3 50.3 0.840954274353877 20.4 21.9 0.931506849315068 32 29 37.8 46.2 0.818181818181818 40.7 47.2 30.1 36.9 1903 116 2885 0.582 9 2 0 "no_postseason" "no"
"Brown" "Ivy" 29 11 18 0.379310344827586 0.3178 -12.2 68.2 98.3 105 0.936190476190476 47 48.5 0.969072164948454 21.6 16.4 1.31707317073171 29.8 30.5 45 36.4 1.23626373626374 47.2 47 31.1 34.7 1901 114 2586 0.406 2 0 0 "no_postseason" "no"
"Bryant" "NEC" 31 16 15 0.516129032258065 0.3266 -10.4 63.6 102.1 108.8 0.938419117647059 48.8 48.3 1.01035196687371 18.3 16.6 1.10240963855422 29.5 32 32.8 35.9 0.913649025069638 46.9 48.9 34.6 31.5 2011 10 294 0.361 0 0 0 "no_postseason" "no"
"Bucknell" "Pat" 33 18 15 0.545454545454545 0.3935 -8.4 64.8 103.2 107.1 0.96358543417367 49.7 49.9 0.995991983967936 17.1 14.5 1.17931034482759 29.6 25.9 40.3 38.4 1.04947916666667 46.2 47.7 38.1 36.6 1896 125 2692 0.54 8 0 0 "no_postseason" "no"
"Buffalo" "MAC" 33 23 10 0.696969696969697 0.7742 -1.3 68.9 109.1 98 1.11326530612245 48.7 48.5 1.00412371134021 16.7 19.7 0.847715736040609 34.5 30.4 42.6 34.3 1.24198250728863 47.6 48 34.1 33 1907 51 1218 0.511 4 0 0 "R64" "yes"
"Butler" "BE" 34 23 11 0.676470588235294 0.9115 3.5 63.9 108.5 88.6 1.22460496613995 48.4 46.7 1.03640256959315 17 19.5 0.871794871794872 34.7 25.3 40.8 33.4 1.22155688622754 46.3 47.1 35.6 30.7 1897 122 2756 0.584 16 2 0 "R32" "yes"
"BYU" "WCC" 33 23 10 0.696969696969697 0.8699 0.8 70.8 118.3 100.3 1.17946161515454 53.2 49.6 1.07258064516129 16.4 17.7 0.926553672316384 33.4 28.4 42.5 39.2 1.08418367346939 50.2 49.6 39 33.1 1903 118 2939 0.626 29 0 0 "R68" "yes"
"Cal_Poly" "BW" 27 11 16 0.407407407407407 0.5427 -9 59.2 101.5 100 1.015 44.1 49.3 0.894523326572008 14.8 17.3 0.855491329479769 31.9 28.2 31.5 31.3 1.00638977635783 42.5 47.3 31.6 35.6 1995 26 748 0.398 1 0 0 "no_postseason" "no"
"Cal_St._Bakersfield" "WAC" 30 11 19 0.366666666666667 0.3097 -14.6 61.1 98.3 105.4 0.932637571157495 46 48.3 0.952380952380952 20.1 19 1.05789473684211 33.4 26.9 37.7 48.7 0.774127310061602 45 44.4 32 36.6 2011 10 301 0.502 1 0 0 "no_postseason" "no"
"Cal_St._Fullerton" "BW" 29 7 22 0.241379310344828 0.2464 -15.9 66.4 97.1 107 0.907476635514019 45.7 51.3 0.89083820662768 19.2 16.6 1.1566265060241 28.5 27.1 36.7 41 0.895121951219512 44.9 48.1 31.8 38.7 1975 46 1327 0.473 3 0 0 "no_postseason" "no"
"Cal_St._Northridge" "BW" 31 7 24 0.225806451612903 0.2858 -15.8 65.8 99 107.2 0.923507462686567 45.3 51 0.888235294117647 19.5 16.6 1.17469879518072 28.4 30.5 41.1 35.9 1.14484679665738 44.3 48.5 33 36.6 1991 30 880 0.424 2 0 0 "no_postseason" "no"
"California" "P12" 33 18 15 0.545454545454545 0.6558 -3.4 66.1 102.6 97 1.05773195876289 48.9 46.8 1.04487179487179 16.6 14.3 1.16083916083916 26 25.1 30.3 38.8 0.780927835051547 47 45.6 35.9 33.4 2019 2 45 0.578 0 0 0 "no_postseason" "no"
"Campbell" "BSth" 29 7 22 0.241379310344828 0.2088 -17.5 61.8 96 107.8 0.890538033395176 49.8 52.5 0.948571428571429 20.1 19 1.05789473684211 27.5 30.8 35.9 42.4 0.846698113207547 46.5 52.7 36 34.7 1978 43 1226 0.418 1 0 0 "no_postseason" "no"
"Canisius" "MAAC" 33 18 15 0.545454545454545 0.5153 -9.3 63.9 101.2 100.7 1.00496524329692 46.6 46.9 0.993603411513859 18.4 21.5 0.855813953488372 34 32.3 32 40.7 0.786240786240786 46.1 46.1 31.8 32.2 1904 116 2586 0.507 4 0 0 "no_postseason" "no"
"Central_Arkansas" "Slnd" 29 2 27 0.0689655172413793 0.0447 -23 69.9 89.1 116.3 0.766122098022356 48.8 55 0.887272727272727 25.6 18.3 1.39890710382514 28 36.7 39.3 42.5 0.924705882352941 46.5 54.4 35.3 37.6 2011 10 291 0.302 0 0 0 "no_postseason" "no"
"Central_Connecticut" "NEC" 31 5 26 0.161290322580645 0.0926 -21.9 63.8 91.3 111.3 0.820305480682839 44.6 51.4 0.867704280155642 21.3 15.8 1.34810126582278 30.9 32.8 28.6 23.9 1.19665271966527 43.2 51.2 32.2 34.5 1987 34 975 0.402 3 0 0 "no_postseason" "no"
"Central_Michigan" "MAC" 29 20 9 0.689655172413793 0.7002 -2.6 64.6 113.2 105.1 1.07706945765937 54.5 51.7 1.0541586073501 15.1 19.7 0.766497461928934 28.8 30.9 36.6 36.2 1.01104972375691 53.7 51.7 36.9 34.4 1974 47 1338 0.445 4 0 0 "no_postseason" "no"
"Charleston_Southern" "BSth" 28 16 12 0.571428571428571 0.4061 -6.2 65.7 103.9 107.4 0.967411545623836 48.5 52.4 0.92557251908397 17.2 18.9 0.91005291005291 33.4 28.5 34.9 32.4 1.07716049382716 46.7 50.5 33.7 36.7 1975 46 1304 0.416 1 0 0 "no_postseason" "no"
"Charlotte" "CUSA" 32 14 18 0.4375 0.4954 -10.2 67.4 106.2 106.4 0.99812030075188 51.7 50.6 1.02173913043478 19.6 18.4 1.06521739130435 33.7 31.3 36.9 33.1 1.11480362537764 49.8 48.3 37.6 36.5 1973 48 1411 0.549 11 1 0 "no_postseason" "no"
"Chattanooga" "SC" 30 20 10 0.666666666666667 0.4745 -4.9 65.3 102.4 103.3 0.991287512100678 50.5 48 1.05208333333333 19.4 18.7 1.03743315508021 32.5 32.7 43.8 43.2 1.01388888888889 49.9 46.3 34.4 35 1978 43 1306 0.6 11 0 0 "no_postseason" "no"
"Chicago_St." "WAC" 29 5 24 0.172413793103448 0.1028 -17.7 63.5 87.8 106 0.828301886792453 42.3 52.8 0.801136363636364 23.5 22.3 1.05381165919283 33.6 33.3 27.1 53.9 0.50278293135436 40.6 50 30.2 38.1 1985 46 862 0.486 0 0 0 "no_postseason" "no"
"Cincinnati" "Amer" 34 23 11 0.676470588235294 0.838 -1.3 60.3 106.5 92.3 1.15384615384615 49.5 44.1 1.12244897959184 21 19.9 1.05527638190955 37.3 32.3 37.1 26.1 1.42145593869732 49.6 42.2 32.9 31.9 1902 119 2844 0.641 33 6 2 "R32" "yes"
"Clemson" "ACC" 31 16 15 0.516129032258065 0.7942 -3 62.2 104.2 92.7 1.12405609492988 46 45.6 1.00877192982456 18.6 17.7 1.05084745762712 34.1 31.4 34.4 31.2 1.1025641025641 46.5 43.9 29.9 32.8 1912 109 2649 0.505 12 0 0 "no_postseason" "no"
"Cleveland_St." "Horz" 32 17 15 0.53125 0.6382 -6.8 61.4 105.5 100.5 1.04975124378109 51.7 48.8 1.0594262295082 19 21 0.904761904761905 31.9 30.6 31.1 43.7 0.711670480549199 48.9 45.6 37.9 36.2 1973 48 1394 0.493 2 0 0 "no_postseason" "no"
"Coastal_Carolina" "BSth" 30 20 10 0.666666666666667 0.5417 -5.1 64.1 104.5 103 1.01456310679612 50 47.7 1.0482180293501 17.5 16.9 1.03550295857988 34.8 28 38.9 35 1.11142857142857 48.1 45.8 35.9 33.8 1987 34 1005 0.509 4 0 0 "R64" "yes"
"Colgate" "Pat" 32 15 17 0.46875 0.4564 -11.4 61.2 105.6 107.2 0.985074626865672 56 50.7 1.10453648915187 18.8 16.5 1.13939393939394 23.7 28.4 27.4 35.1 0.780626780626781 53.8 47.8 39.5 37.8 1901 120 2697 0.479 3 0 0 "no_postseason" "no"
"College_of_Charleston" "CAA" 33 9 24 0.272727272727273 0.2577 -17.1 61.6 93.7 102.7 0.91236611489776 46 48.1 0.956340956340956 19.3 18.4 1.04891304347826 27.5 32.2 32.4 47.4 0.683544303797468 43.2 45.4 34.3 35.8 1992 29 892 0.693 5 0 0 "no_postseason" "no"
"Colorado" "P12" 34 16 18 0.470588235294118 0.6861 -5.6 65.1 105.9 99 1.06969696969697 48.4 48.9 0.989775051124744 19.9 16.9 1.17751479289941 34.4 27.9 40.8 33.9 1.20353982300885 47.7 46.5 33.5 35.3 1902 117 2543 0.523 14 2 0 "no_postseason" "no"
"Colorado_St." "MWC" 33 26 7 0.787878787878788 0.7826 1.2 67.1 110 98.4 1.11788617886179 50.1 48.7 1.02874743326489 16.1 18 0.894444444444444 34.1 25.4 41.9 33.3 1.25825825825826 49 45.7 34.8 36.2 1902 116 2554 0.499 10 0 0 "no_postseason" "no"
"Columbia" "Ivy" 27 12 15 0.444444444444444 0.5179 -9.8 60.5 106.4 105.7 1.00662251655629 51.6 47.9 1.07724425887265 19.4 16.2 1.19753086419753 32 29.2 28.2 38.2 0.738219895287958 49.7 47.2 35.9 33.1 1901 120 2633 0.496 3 0 0 "no_postseason" "no"
"Connecticut" "Amer" 35 20 15 0.571428571428571 0.7109 -3.3 62.5 105.3 97.4 1.08110882956879 50 45.2 1.10619469026549 18.6 17.9 1.0391061452514 30.2 30.5 32.3 32.6 0.99079754601227 48.4 42.8 35.4 33.2 1901 114 2626 0.634 32 5 4 "no_postseason" "no"
"Coppin_St." "MEAC" 30 7 23 0.233333333333333 0.1163 -16.6 74.3 97 115.7 0.838375108038029 47 54.5 0.862385321100917 18.4 19.3 0.953367875647668 25.3 38.1 30.5 42.4 0.719339622641509 42.4 53.2 35.3 38.4 1986 35 1047 0.459 4 0 0 "no_postseason" "no"
"Cornell" "Ivy" 29 12 17 0.413793103448276 0.3746 -11.2 65.2 93.9 98.1 0.957186544342508 44.6 45.7 0.975929978118162 19 19.3 0.984455958549223 23.1 30 39.3 41.5 0.946987951807229 44.1 43.2 30.3 33.3 1899 122 2714 0.465 5 0 0 "no_postseason" "no"
"Creighton" "BE" 33 14 19 0.424242424242424 0.745 -5.8 63.1 109.6 99.8 1.09819639278557 49.4 50.5 0.978217821782178 18.4 17.1 1.07602339181287 31.3 28.1 36.3 33.4 1.08682634730539 47.6 46.9 34.6 38 1912 100 2596 0.606 21 0 0 "no_postseason" "no"
"Dartmouth" "Ivy" 29 14 15 0.482758620689655 0.4061 -9.1 63.6 98.8 102.1 0.96767874632713 49.2 49.9 0.985971943887776 20.3 21.2 0.957547169811321 30.9 28.5 35.7 42.7 0.836065573770492 47.9 47.8 34.6 35.4 1900 120 2847 0.462 7 2 0 "no_postseason" "no"
"Davidson" "A10" 31 23 8 0.741935483870968 0.8435 1.7 67.2 118.3 102.2 1.15753424657534 55.4 49.3 1.1237322515213 14.1 17 0.829411764705882 29.6 30.4 28.5 34.6 0.823699421965318 53.1 51.4 38.7 30 1909 111 2691 0.545 14 0 0 "R64" "yes"
"Dayton" "A10" 36 27 9 0.75 0.8059 0.8 63.8 107 94.5 1.13227513227513 52.9 47.3 1.1183932346723 17.9 21.1 0.848341232227488 23.3 28.4 48.1 30.6 1.5718954248366 52.6 46.5 35.6 32.5 1904 115 2777 0.597 18 1 0 "R32" "yes"
"Delaware" "CAA" 30 10 20 0.333333333333333 0.2855 -14 65.8 99.1 107.3 0.923578751164958 47.1 50 0.942 18.4 15.6 1.17948717948718 28.8 31.5 38.1 33.2 1.14759036144578 44.5 46.7 34.5 37 1906 79 1904 0.495 5 0 0 "no_postseason" "no"
"Delaware_St." "MEAC" 34 16 18 0.470588235294118 0.2364 -10.7 67.4 99.3 110 0.902727272727273 47.7 48.8 0.977459016393443 19.7 16.4 1.20121951219512 31.8 31.8 31.5 36 0.875 44.8 48 35 33.5 1974 47 1342 0.396 1 0 0 "no_postseason" "no"
"Denver" "Sum" 30 12 18 0.4 0.3943 -12.5 57.9 103.5 107.5 0.962790697674419 56.2 52.9 1.06238185255199 19.1 20.4 0.936274509803922 19.3 29.6 31.2 51.2 0.609375 55.5 51.7 38 37.1 1904 97 2093 0.452 0 0 0 "no_postseason" "no"
"DePaul" "BE" 32 12 20 0.375 0.5972 -7.4 67.7 107.5 103.8 1.03564547206166 50.7 50.8 0.998031496062992 19.8 18.8 1.0531914893617 27.4 35.5 36.5 48.7 0.749486652977413 49.2 52.7 35.2 31.2 1924 97 2505 0.59 22 2 0 "no_postseason" "no"
"Detroit" "Horz" 31 13 18 0.419354838709677 0.4304 -10.3 68 101.1 103.6 0.975868725868726 49.7 52 0.955769230769231 19.3 21.2 0.910377358490566 29.4 29.8 32.4 48.3 0.670807453416149 46.3 53 37.9 33.7 1910 111 2663 0.532 6 0 0 "no_postseason" "no"
"Drake" "MVC" 30 8 22 0.266666666666667 0.3239 -13.2 59.5 104 110.9 0.937781785392245 52.1 54.9 0.948998178506375 22.3 16.9 1.31952662721893 23.3 32 34 30.5 1.11475409836066 47.4 53.2 40.6 38.5 1907 114 2737 0.458 4 1 0 "no_postseason" "no"
"Drexel" "CAA" 29 11 18 0.379310344827586 0.3396 -12.5 61.2 98.2 104.1 0.943323727185399 45 50.1 0.898203592814371 17 18.5 0.918918918918919 27.5 31.2 33.1 35.7 0.927170868347339 42.6 49 33 35.1 1895 50 1369 0.549 4 0 0 "no_postseason" "no"
"Duke" "ACC" 39 35 4 0.897435897435897 0.9764 10.7 66.4 125.2 90.6 1.38189845474614 56.6 46.5 1.21720430107527 16.3 18.6 0.876344086021505 35.8 30.2 39.8 23.9 1.6652719665272 55.9 46.3 38.7 31.4 1906 115 3076 0.711 43 16 5 "Champions" "yes"
"Duquesne" "A10" 30 11 19 0.366666666666667 0.379 -11.3 67.6 107 111.7 0.957923008057296 51.2 51.7 0.990328820116054 18.3 16 1.14375 31.7 33.3 32.5 33.8 0.961538461538462 49.5 47.7 36.2 38.5 1914 104 2539 0.557 5 1 0 "no_postseason" "no"
"East_Carolina" "Amer" 31 12 19 0.387096774193548 0.393 -10.8 61.9 102.2 106.1 0.963242224316682 48.4 50.9 0.950884086444008 18 19.2 0.9375 28.2 34.7 29.9 34.1 0.87683284457478 45.2 53 35.6 31.6 1967 54 1527 0.439 2 0 0 "no_postseason" "no"
"East_Tennessee_St." "SC" 28 14 14 0.5 0.4069 -9 67.9 101.1 104.5 0.967464114832536 49.8 51.3 0.970760233918129 18.7 21.4 0.873831775700935 29.6 33 39.8 42.3 0.940898345153664 45.5 49.5 36.7 35.8 1959 62 1757 0.546 10 0 0 "no_postseason" "no"
"Eastern_Illinois" "OVC" 31 16 15 0.516129032258065 0.3043 -8.2 63.4 97.7 104.9 0.931363203050524 51 48.8 1.04508196721311 19 18.9 1.00529100529101 23.4 34.3 33.4 31.4 1.06369426751592 47.8 47.2 37.4 34.4 1982 39 1128 0.46 2 0 0 "no_postseason" "no"
"Eastern_Kentucky" "OVC" 31 19 12 0.612903225806452 0.5439 -5.5 64 103.4 101.8 1.01571709233792 53.9 53.5 1.00747663551402 17.9 26.9 0.66542750929368 21.6 34.8 32.2 35 0.92 54.9 49.9 35.1 39.2 1948 70 1867 0.487 8 0 0 "no_postseason" "no"
"Eastern_Michigan" "MAC" 31 17 14 0.548387096774194 0.5591 -6.3 66.3 99.4 97.4 1.02053388090349 46.9 46.2 1.01515151515152 17.8 21.5 0.827906976744186 30.2 33.7 41.5 42.5 0.976470588235294 46.7 44 31.4 33.1 1933 48 1401 0.478 4 0 0 "no_postseason" "no"
"Eastern_Washington" "BSky" 32 23 9 0.71875 0.5648 -2.6 68.5 110.1 107.6 1.02323420074349 55.1 52.3 1.05353728489484 15.9 17.8 0.893258426966292 29.3 30.7 35.2 36 0.977777777777778 52.2 49.2 39.3 38.7 1984 37 1065 0.429 2 0 0 "R64" "yes"
"Elon" "CAA" 31 13 18 0.419354838709677 0.2641 -12.6 68.5 96.2 105.2 0.914448669201521 47.5 51.3 0.925925925925926 19 21.2 0.89622641509434 27.9 31.9 37.6 44.1 0.852607709750567 45.1 50.6 34.5 35 2000 20 635 0.425 0 0 0 "no_postseason" "no"
"Evansville" "MVC" 35 23 12 0.657142857142857 0.6211 -4.7 66.4 104 99.7 1.04312938816449 52.1 49.4 1.05465587044534 19.3 19.9 0.969849246231156 25.8 28 44.3 31.4 1.41082802547771 51.8 47.5 35.4 35.5 1925 47 1319 0.543 5 0 0 "no_postseason" "no"
"Fairfield" "MAAC" 31 7 24 0.225806451612903 0.2203 -18.5 62.1 93.7 104.5 0.896650717703349 45.2 48.3 0.935817805383023 20.2 18.3 1.10382513661202 27.3 33.9 37.1 42.7 0.868852459016393 43.2 47.2 32.2 34.3 1965 56 1584 0.487 3 0 0 "no_postseason" "no"
"Fairleigh_Dickinson" "NEC" 28 7 21 0.25 0.1376 -16.4 67.5 95 111.4 0.85278276481149 46.5 52.3 0.889101338432122 18.6 23.2 0.801724137931035 27.6 40.4 34.2 51.8 0.66023166023166 45.5 52.5 32.1 34.7 1968 53 1476 0.48 6 0 0 "no_postseason" "no"
"FIU" "CUSA" 31 14 17 0.451612903225806 0.2669 -11.5 65.1 94 102.6 0.916179337231969 48.2 48 1.00416666666667 22.6 19.2 1.17708333333333 29 31.9 37.4 36.6 1.02185792349727 48.6 46.4 31.3 33.7 1988 33 966 0.403 1 0 0 "no_postseason" "no"
"Florida" "SEC" 33 16 17 0.484848484848485 0.8746 -2.9 62.7 105.8 89.4 1.1834451901566 49.6 46 1.07826086956522 19.6 21.6 0.907407407407407 31.7 29.1 31.4 37.8 0.830687830687831 50.3 44.6 32.4 32.8 1921 99 2560 0.563 22 5 2 "no_postseason" "no"
"Florida_A&M" "MEAC" 29 2 27 0.0689655172413793 0.0226 -23.2 66.3 83.6 116 0.720689655172414 41.3 53.5 0.77196261682243 21.8 18.5 1.17837837837838 26.8 35.5 37.8 34.9 1.08309455587393 40.9 54 28.3 35.1 1980 41 1196 0.381 3 0 0 "no_postseason" "no"
"Florida_Atlantic" "CUSA" 27 7 20 0.259259259259259 0.2239 -15 64.4 97 108 0.898148148148148 48.2 49.9 0.965931863727455 19.5 16.7 1.16766467065868 26 31.5 27.8 37.6 0.73936170212766 45.6 51.3 34.9 29.9 1994 27 786 0.368 1 0 0 "no_postseason" "no"
"Florida_Gulf_Coast" "ASun" 30 19 11 0.633333333333333 0.4261 -5.1 64.8 99.4 102 0.974509803921569 48.2 45.3 1.06401766004415 17.7 17.3 1.02312138728324 34.4 32.1 33.1 34.6 0.956647398843931 47 45.8 33.9 29.6 2011 10 319 0.571 3 0 0 "no_postseason" "no"
