"TEAM" "CONF" "G" "W" "L" "WL_perc" "BARTHAG" "WAB" "ADJ_T" "ADJOE" "ADJDE" "pp100p_ratio" "EFG_O" "EFG_D" "EFG_ratio" "TOR" "TORD" "TOR_ratio" "ORB" "DRB" "FTR" "FTRD" "FTR_ratio" "X2P_O" "X2P_D" "X3P_O" "X3P_D" "first_year" "age" "all_games_played" "all_WL_perc" "MM" "F4" "CHAMP" "POSTSEASON" "post"
"Ball_St." "MAC" 33 21 12 0.636363636363636 0.474 -6.8 72.2 103.6 104.5 0.991387559808612 53.7 48.7 1.10266940451745 19.9 17.2 1.15697674418605 27.8 28.4 35.1 35.9 0.977715877437326 51.7 46.2 37.6 35.6 1972 49 1425 0.531 7 0 0 "no_postseason" "no"
"Baylor" "B12" 34 27 7 0.794117647058823 0.9226 7.9 65.1 116.4 93.9 1.23961661341853 52.5 46.1 1.13882863340564 20.6 17.1 1.2046783625731 39.8 29.4 33.9 30.1 1.12624584717608 52.2 45 35.3 32.2 1907 114 2735 0.498 12 2 0 "S16" "yes"
"Belmont" "OVC" 29 23 6 0.793103448275862 0.6455 -0.7 69.5 108.8 103.3 1.05324298160697 55.7 48.3 1.15320910973085 18.4 16 1.15 25.6 25 29.4 31.9 0.921630094043887 60.9 48.6 34.1 31.8 2000 21 649 0.653 8 0 0 "no_postseason" "no"
"Bethune_Cookman" "MEAC" 30 10 20 0.333333333333333 0.1138 -18.7 69.6 95.2 113.9 0.835820895522388 46.8 53.1 0.88135593220339 17.7 19.6 0.903061224489796 31.1 35.6 28.2 40 0.705 45.9 54.7 32.3 33.6 1981 40 1172 0.363 0 0 0 "no_postseason" "no"
"Binghamton" "AE" 29 12 17 0.413793103448276 0.1598 -15.3 67.2 94.8 109.5 0.865753424657534 48.8 52.2 0.934865900383142 18.6 17.1 1.08771929824561 23.5 28.2 30.8 32.2 0.956521739130435 47.1 51.3 34.4 35.7 2002 19 558 0.36 1 0 0 "no_postseason" "no"
"Boise_St." "MWC" 31 20 11 0.645161290322581 0.6986 -3.2 70.5 109.1 101.4 1.07593688362919 51.8 48.3 1.07246376811594 17.9 16.6 1.07831325301205 27.7 26.5 40.5 41.9 0.966587112171838 51.5 47.1 34.8 34.2 1972 49 1428 0.555 7 0 0 "no_postseason" "no"
"Boston_College" "ACC" 32 9 23 0.28125 0.5618 -9.8 72.5 104.1 101.9 1.0215897939156 51.6 53.2 0.969924812030075 20.1 17.2 1.16860465116279 25.6 24.2 29.6 39.6 0.747474747474748 49.1 53.2 37.4 35.4 1946 75 2096 0.549 18 0 0 "no_postseason" "no"
"Boston_University" "Pat" 31 18 13 0.580645161290323 0.4427 -8.9 71.1 100.9 102.9 0.980563654033042 51.2 50.5 1.01386138613861 20.2 20.7 0.975845410628019 28.1 28.5 33.4 37.2 0.897849462365591 50 47.5 35.3 36.5 1916 94 2145 0.512 7 0 0 "no_postseason" "no"
"Bowling_Green" "MAC" 31 13 18 0.419354838709677 0.3384 -12.9 71.5 99.8 105.8 0.943289224952741 48 53.1 0.903954802259887 17.3 20 0.865 28.5 28.2 35.8 34.2 1.04678362573099 46.5 53.3 34.1 35.2 1916 105 2585 0.54 4 0 0 "no_postseason" "no"
"Bradley" "MVC" 32 13 19 0.40625 0.3409 -11.2 69 96.5 102.1 0.94515181194907 48.5 48.9 0.991820040899796 21.9 18.4 1.19021739130435 26.3 29.4 42.1 40.9 1.02933985330073 46.1 46.8 35.3 34.7 1903 116 2885 0.582 9 2 0 "no_postseason" "no"
"Brown" "Ivy" 28 13 15 0.464285714285714 0.2434 -11.6 72.7 102.5 113.1 0.906277630415562 50.7 57.7 0.878682842287695 19.6 21.2 0.924528301886793 27.1 29.7 44.5 39.1 1.1381074168798 49 58.6 35.6 37.4 1901 114 2586 0.406 2 0 0 "no_postseason" "no"
"Bryant" "NEC" 31 12 19 0.387096774193548 0.2223 -14.7 70.5 100.1 111.6 0.896953405017921 49.7 51.5 0.96504854368932 18.8 17.6 1.06818181818182 29.2 30.6 32.8 37.4 0.877005347593583 49.2 52.1 33.7 33.6 2011 10 294 0.361 0 0 0 "no_postseason" "no"
"Bucknell" "Pat" 35 26 9 0.742857142857143 0.7352 -2.1 71.4 108.3 99.1 1.09283551967709 55.3 48 1.15208333333333 18.9 19.7 0.959390862944162 26.8 27.9 37.2 33.1 1.1238670694864 54.3 46.5 37.9 34.2 1896 125 2692 0.54 8 0 0 "R64" "yes"
"Buffalo" "MAC" 30 17 13 0.566666666666667 0.542 -8.3 72.4 103.5 102 1.01470588235294 50.7 48.2 1.05186721991701 19.8 17.5 1.13142857142857 33.2 29.2 37.3 42.9 0.869463869463869 51.4 45.8 33 35.1 1907 51 1218 0.511 4 0 0 "no_postseason" "no"
"Butler" "BE" 34 25 9 0.735294117647059 0.9038 5.5 67.2 117.7 96.9 1.21465428276574 54.6 50.8 1.0748031496063 15 19.6 0.76530612244898 27.2 27 37.1 37 1.0027027027027 54.5 51.3 36.6 33.3 1897 122 2756 0.584 16 2 0 "S16" "yes"
"BYU" "WCC" 34 22 12 0.647058823529412 0.7249 -2.4 77.3 108.2 99.5 1.08743718592965 51.2 47.9 1.06889352818372 18.2 16.2 1.12345679012346 29.1 24.8 42.3 31.1 1.36012861736334 50.9 47.5 34.4 32.4 1903 118 2939 0.626 29 0 0 "no_postseason" "no"
"Cal_Poly" "BW" 29 11 18 0.379310344827586 0.2478 -14.9 66.4 100.5 110.7 0.907859078590786 47.3 52.6 0.899239543726236 16.1 17.7 0.909604519774011 25.6 30.3 29.4 41.1 0.715328467153285 45.1 50 33.5 39.8 1995 26 748 0.398 1 0 0 "no_postseason" "no"
"Cal_St._Bakersfield" "WAC" 32 25 7 0.78125 0.7287 -3.4 68.2 100.4 92.1 1.09011943539631 48.3 43.6 1.10779816513761 20.8 22.8 0.912280701754386 32.6 30.6 38 47.1 0.806794055201698 46.9 41 34.2 31.6 2011 10 301 0.502 1 0 0 "no_postseason" "no"
"Cal_St._Fullerton" "BW" 30 17 13 0.566666666666667 0.3326 -11 70 97.1 103.1 0.94180407371484 49.1 49.7 0.987927565392354 20.7 19.6 1.05612244897959 30.3 27.5 39.9 42.1 0.947743467933492 50.6 48.8 30.8 34.3 1975 46 1327 0.473 3 0 0 "no_postseason" "no"
"Cal_St._Northridge" "BW" 28 11 17 0.392857142857143 0.2364 -13.1 74.2 103.3 114.4 0.902972027972028 49.7 51.9 0.957610789980732 17.9 17.8 1.00561797752809 27.7 31.8 45 41.7 1.07913669064748 49.4 49.6 33.7 38.4 1991 30 880 0.424 2 0 0 "no_postseason" "no"
"California" "P12" 34 21 13 0.617647058823529 0.7833 -0.9 67 103.5 92.5 1.11891891891892 48.1 45.3 1.06181015452539 18.7 16.6 1.12650602409639 32.9 24 37.7 34.1 1.10557184750733 46.6 43.4 34 32.8 2019 2 45 0.578 0 0 0 "no_postseason" "no"
"Campbell" "BSth" 34 19 15 0.558823529411765 0.2656 -12.9 67 99.9 109.2 0.914835164835165 51.4 50.7 1.0138067061144 18.7 17.3 1.08092485549133 24.2 28.9 36.6 38.7 0.945736434108527 50.2 49.9 35.6 34.7 1978 43 1226 0.418 1 0 0 "no_postseason" "no"
"Canisius" "MAAC" 34 18 16 0.529411764705882 0.4309 -9 70.8 106.9 109.5 0.976255707762557 53.1 54.5 0.974311926605505 18.2 20.8 0.875 30.2 32.2 30.9 33.8 0.914201183431953 51.4 56 37.1 34.3 1904 116 2586 0.507 4 0 0 "no_postseason" "no"
"Central_Arkansas" "Slnd" 32 8 24 0.25 0.1794 -17.4 72.4 102.9 117.5 0.875744680851064 49.8 55.1 0.903811252268602 19.1 15.7 1.21656050955414 28.8 31.7 35.9 32 1.121875 46.7 52.2 37.5 39.2 2011 10 291 0.302 0 0 0 "no_postseason" "no"
"Central_Connecticut" "NEC" 29 6 23 0.206896551724138 0.089 -19.6 66.5 92.5 113.3 0.816416593115622 46.7 54 0.864814814814815 21.2 20.2 1.04950495049505 31.5 32.5 33.3 34.6 0.96242774566474 44.6 52.2 35.1 38 1987 34 975 0.402 3 0 0 "no_postseason" "no"
"Central_Michigan" "MAC" 30 16 14 0.533333333333333 0.3083 -10.8 76.3 109.8 117.8 0.932088285229202 51.7 53.5 0.966355140186916 14.7 15.2 0.967105263157895 26.7 34 34.6 32.6 1.06134969325153 48.5 53.9 36.4 35.1 1974 47 1338 0.445 4 0 0 "no_postseason" "no"
"Charleston_Southern" "BSth" 28 12 16 0.428571428571429 0.1863 -13.8 69.9 102.2 116.1 0.880275624461671 48.7 54.3 0.896869244935543 16.2 16.8 0.964285714285714 27.4 27.4 35 41.6 0.841346153846154 48 53.2 33.3 37.3 1975 46 1304 0.416 1 0 0 "no_postseason" "no"
"Charlotte" "CUSA" 29 13 16 0.448275862068966 0.3434 -10.6 74.1 101.6 107.5 0.945116279069767 50.5 52.3 0.965583173996176 16.1 18.3 0.879781420765027 20.3 31 34 35.6 0.955056179775281 47.5 51.7 37.5 35.8 1973 48 1411 0.549 11 1 0 "no_postseason" "no"
"Chattanooga" "SC" 29 19 10 0.655172413793103 0.6113 -5.5 67.1 105.3 101.2 1.04051383399209 51.9 50.7 1.02366863905325 19.8 21.4 0.925233644859813 31.2 32.7 40.3 37.2 1.08333333333333 53.3 49.7 33.1 35.3 1978 43 1306 0.6 11 0 0 "no_postseason" "no"
"Chicago_St." "WAC" 29 6 23 0.206896551724138 0.0985 -18.4 68.7 91.3 110.7 0.824751580849142 42.4 55 0.770909090909091 19.6 18.3 1.07103825136612 26.1 31.1 27.8 35.5 0.783098591549296 40.7 55.7 30.4 36.1 1985 46 862 0.486 0 0 0 "no_postseason" "no"
"Cincinnati" "Amer" 36 30 6 0.833333333333333 0.9292 5.6 65.4 115.2 92.1 1.25081433224756 52 45.2 1.15044247787611 15.3 20.2 0.757425742574257 35.5 29.4 32.5 29.1 1.11683848797251 52.1 41.4 34.5 34.4 1902 119 2844 0.641 33 6 2 "R32" "yes"
"Clemson" "ACC" 33 17 16 0.515151515151515 0.8532 -0.3 67.8 115.3 98.9 1.16582406471183 51.1 51.9 0.984585741811175 15.8 20.1 0.786069651741294 31.4 32.2 34.3 24.1 1.42323651452282 49.8 51 35.7 35.6 1912 109 2649 0.505 12 0 0 "no_postseason" "no"
"Cleveland_St." "Horz" 30 9 21 0.3 0.2941 -15.7 67.2 94.9 102.4 0.9267578125 46.3 52.1 0.888675623800384 18.8 22.3 0.84304932735426 28.9 32.7 29.6 41.8 0.708133971291866 46.5 51.7 30.7 35.3 1973 48 1394 0.493 2 0 0 "no_postseason" "no"
"Coastal_Carolina" "SB" 37 20 17 0.540540540540541 0.3749 -10.3 69.9 100.4 104.9 0.957102001906578 48.5 50.3 0.964214711729622 18.1 16.6 1.09036144578313 30.5 26.9 29.2 32.6 0.895705521472393 48 49.7 32.7 33.9 1987 34 1005 0.509 4 0 0 "no_postseason" "no"
"Colgate" "Pat" 31 10 21 0.32258064516129 0.2401 -16.3 66.5 97.2 107.5 0.904186046511628 51.4 52.5 0.979047619047619 22 17.3 1.27167630057803 24.8 25.3 33.4 38.6 0.865284974093264 49.4 50 36.1 37.6 1901 120 2697 0.479 3 0 0 "no_postseason" "no"
"College_of_Charleston" "CAA" 34 25 9 0.735294117647059 0.6418 -2 65.7 104.6 99.5 1.05125628140704 49.4 48 1.02916666666667 15.9 18.6 0.854838709677419 25.4 28.9 42.7 31.9 1.33855799373041 49.1 48.9 33.2 31.1 1992 29 892 0.693 5 0 0 "no_postseason" "no"
"Colorado" "P12" 33 19 14 0.575757575757576 0.7317 -3.8 69.3 111.5 102.2 1.09099804305284 50.9 50.3 1.01192842942346 17.4 17.2 1.01162790697674 33 28.3 37.5 33.9 1.10619469026549 49.9 47.3 35.1 36.8 1902 117 2543 0.523 14 2 0 "no_postseason" "no"
"Colorado_St." "MWC" 34 24 10 0.705882352941177 0.7076 -2.8 67.8 108.3 100.2 1.08083832335329 48.3 46.8 1.03205128205128 16.1 16.9 0.952662721893491 31.3 28.8 38.2 31.8 1.20125786163522 46.6 46.6 34.1 31.4 1902 116 2554 0.499 10 0 0 "no_postseason" "no"
"Columbia" "Ivy" 26 11 15 0.423076923076923 0.3433 -11.1 70.3 100 105.8 0.945179584120983 49.7 52 0.955769230769231 18.4 20.2 0.910891089108911 27.9 31.8 29.1 34.8 0.836206896551724 47.1 50.4 36.1 36.1 1901 120 2633 0.496 3 0 0 "no_postseason" "no"
"Connecticut" "Amer" 32 16 16 0.5 0.6937 -5.6 66.1 105.6 98.3 1.07426246185148 48.5 45.6 1.06359649122807 18.7 16.1 1.16149068322981 29.9 30.5 34.5 32 1.078125 46.1 43 35.4 33 1901 114 2626 0.634 32 5 4 "no_postseason" "no"
"Coppin_St." "MEAC" 30 8 22 0.266666666666667 0.0593 -17.8 70 91.7 116.6 0.786449399656947 43.9 54.4 0.806985294117647 19.1 18.9 1.01058201058201 28 33.1 40 40 1 41.7 55 31.7 35.6 1986 35 1047 0.459 4 0 0 "no_postseason" "no"
"Cornell" "Ivy" 28 8 20 0.285714285714286 0.2791 -14.6 71.4 98.9 107.4 0.920856610800745 52.1 51.9 1.00385356454721 20.1 15.5 1.29677419354839 22 27.2 29.5 31.8 0.927672955974843 53.6 51.1 33.3 35.6 1899 122 2714 0.465 5 0 0 "no_postseason" "no"
"Creighton" "BE" 34 25 9 0.735294117647059 0.8931 4.3 72.7 114.5 95.2 1.20273109243697 57.6 49.9 1.15430861723447 17.1 19.3 0.886010362694301 24.2 29.6 27.9 29.3 0.95221843003413 56.4 50.2 39.8 33 1912 100 2596 0.606 21 0 0 "R64" "yes"
"Dartmouth" "Ivy" 27 7 20 0.259259259259259 0.2015 -14.7 68.7 98.8 111.4 0.88689407540395 49.9 53.3 0.936210131332083 21.7 15.8 1.37341772151899 27.7 27 33.8 30.7 1.10097719869707 48.1 53.7 35.2 35.1 1900 120 2847 0.462 7 2 0 "no_postseason" "no"
"Davidson" "A10" 32 17 15 0.53125 0.7561 -5.2 69.7 108.8 98.6 1.10344827586207 51.6 49.7 1.03822937625755 17.4 17.1 1.01754385964912 25.1 26.9 31.5 33.4 0.94311377245509 51.9 45.8 34.1 38.1 1909 111 2691 0.545 14 0 0 "no_postseason" "no"
"Dayton" "A10" 31 24 7 0.774193548387097 0.8333 1.5 69.6 111.6 97 1.15051546391753 53.6 47.7 1.12368972746331 16.9 20.9 0.808612440191388 25.6 27.4 43.4 35.2 1.23295454545455 51 47.2 38.4 32.3 1904 115 2777 0.597 18 1 0 "R64" "yes"
"Delaware" "CAA" 31 13 18 0.419354838709677 0.2504 -13.7 66.4 97.5 107.2 0.909514925373134 46.8 53.2 0.879699248120301 17.9 15.2 1.17763157894737 27.1 27.5 32.2 40 0.805 47.8 51.6 30 37 1906 79 1904 0.495 5 0 0 "no_postseason" "no"
"Delaware_St." "MEAC" 30 10 20 0.333333333333333 0.1015 -17.4 67.3 93.9 113.5 0.827312775330396 47.8 52.3 0.91395793499044 19.6 20.3 0.96551724137931 28.5 37.2 30.1 39.1 0.769820971867008 44.7 52.6 35.1 34.7 1974 47 1342 0.396 1 0 0 "no_postseason" "no"
"Denver" "Sum" 30 16 14 0.533333333333333 0.396 -9.4 68.1 105.5 109.4 0.964351005484461 54.8 51.4 1.06614785992218 19.4 15.5 1.25161290322581 28.8 24.7 34.6 39.1 0.884910485933504 52.1 50 40.2 35.8 1904 97 2093 0.452 0 0 0 "no_postseason" "no"
"DePaul" "BE" 32 9 23 0.28125 0.4937 -10.8 69.1 102.9 103.1 0.998060135790495 48.1 53.8 0.894052044609665 20.4 20 1.02 29.9 30 35.6 40.2 0.885572139303483 47.7 53.6 32.6 36.1 1924 97 2505 0.59 22 2 0 "no_postseason" "no"
"Detroit" "Horz" 30 8 22 0.266666666666667 0.2272 -17.1 73.8 102.1 113.6 0.898767605633803 50.9 56.9 0.894551845342706 19.5 19.4 1.00515463917526 26.9 31.4 38.1 48.4 0.787190082644628 48.4 57.3 37 37.6 1910 111 2663 0.532 6 0 0 "no_postseason" "no"
"Drake" "MVC" 29 7 22 0.241379310344828 0.3099 -15.8 71 102.6 110 0.932727272727273 48.1 53.1 0.905838041431262 17.6 17.6 1 26.8 31.5 29.1 30.7 0.947882736156352 45.3 52 34.6 36.8 1907 114 2737 0.458 4 1 0 "no_postseason" "no"
"Drexel" "CAA" 31 9 22 0.290322580645161 0.3184 -17.3 71.9 101.9 108.8 0.936580882352941 49.9 53.1 0.939736346516007 18.5 17.4 1.0632183908046 30.4 30.5 31.6 39.9 0.791979949874687 48.5 52.6 34.9 36 1895 50 1369 0.549 4 0 0 "no_postseason" "no"
"Duke" "ACC" 37 28 9 0.756756756756757 0.9436 8.6 69.7 122.1 95.6 1.27719665271967 54.8 47.4 1.15611814345992 16.3 17.3 0.942196531791908 31.7 29.8 39.3 31.2 1.25961538461538 53.5 48.9 37.9 29.3 1906 115 3076 0.711 43 16 5 "R32" "yes"
"Duquesne" "A10" 32 10 22 0.3125 0.3798 -14.7 71.7 101.6 106.1 0.957587181903864 48.9 49.9 0.979959919839679 20 17.6 1.13636363636364 29 30.2 37.1 33.3 1.11411411411411 48.3 47.9 33.4 35.9 1914 104 2539 0.557 5 1 0 "no_postseason" "no"
"East_Carolina" "Amer" 33 15 18 0.454545454545455 0.4843 -8.4 68.3 96.6 97.1 0.994850669412976 45.8 44.7 1.02460850111857 20.8 17 1.22352941176471 30.7 31.1 37.4 27.2 1.375 44.5 42.6 32 32.5 1967 54 1527 0.439 2 0 0 "no_postseason" "no"
"East_Tennessee_St." "SC" 33 27 6 0.818181818181818 0.7595 -0.7 71.5 107.3 97.1 1.10504634397528 55.8 48.7 1.14579055441478 20.8 22 0.945454545454545 30.1 27.4 42.8 38.2 1.12041884816754 55 45.7 38.2 35.4 1959 62 1757 0.546 10 0 0 "R64" "yes"
"Eastern_Illinois" "OVC" 27 14 13 0.518518518518518 0.387 -11.5 70.1 99.7 103.7 0.961427193828351 47.8 49.7 0.961770623742455 17.5 21 0.833333333333333 29.5 32.4 26.9 39.3 0.684478371501272 43.5 47.6 36.6 35.9 1982 39 1128 0.46 2 0 0 "no_postseason" "no"
"Eastern_Kentucky" "OVC" 29 12 17 0.413793103448276 0.2844 -13.3 69.1 98.2 106.4 0.922932330827068 49.4 51.4 0.961089494163424 19.8 19.2 1.03125 25.2 32.9 37.4 40.5 0.923456790123457 50.1 49.8 32.3 36.2 1948 70 1867 0.487 8 0 0 "no_postseason" "no"
"Eastern_Michigan" "MAC" 29 16 13 0.551724137931034 0.5246 -10.2 69.6 105.3 104.4 1.00862068965517 48.8 50.4 0.968253968253968 17.1 21.5 0.795348837209302 33.6 35 35.3 50.8 0.69488188976378 48 50.2 33.6 33.9 1933 48 1401 0.478 4 0 0 "no_postseason" "no"
"Eastern_Washington" "BSky" 32 22 10 0.6875 0.4632 -5.8 67.8 108.6 110 0.987272727272727 54.2 51.2 1.05859375 17.1 14.5 1.17931034482759 27.3 27.8 34.8 36.9 0.943089430894309 53.7 48.2 36.8 37.7 1984 37 1065 0.429 2 0 0 "no_postseason" "no"
"Elon" "CAA" 30 18 12 0.6 0.5416 -7.8 69.1 102.9 101.4 1.01479289940828 52.1 48.6 1.07201646090535 16.6 14.9 1.11409395973154 24.2 26.7 30.7 26.4 1.16287878787879 50.9 48.8 35.7 32.2 2000 20 635 0.425 0 0 0 "no_postseason" "no"
"Evansville" "MVC" 31 16 15 0.516129032258065 0.6012 -8.9 68 105.9 102.2 1.03620352250489 48.8 49.6 0.983870967741935 17.9 18.5 0.967567567567567 27.1 27.1 45.8 40.9 1.119804400978 47.2 47.9 36.9 34.9 1925 47 1319 0.543 5 0 0 "no_postseason" "no"
"Fairfield" "MAAC" 31 16 15 0.516129032258065 0.3818 -9.1 70.7 98 102.2 0.958904109589041 51.3 49.5 1.03636363636364 18.6 17.5 1.06285714285714 24.3 28.2 27.2 32 0.85 52 49.4 33.5 33.1 1965 56 1584 0.487 3 0 0 "no_postseason" "no"
"Fairleigh_Dickinson" "NEC" 29 11 18 0.379310344827586 0.2584 -13.9 70.6 101.3 111 0.912612612612613 49.5 51.8 0.955598455598456 18.9 19.4 0.974226804123711 27.4 34.2 36.1 44 0.820454545454545 49.8 51.9 32.7 34.4 1968 53 1476 0.48 6 0 0 "no_postseason" "no"
"FIU" "CUSA" 29 7 22 0.241379310344828 0.2684 -18.9 66.2 102.5 111.8 0.916815742397138 49.7 53.2 0.934210526315789 19.2 16.8 1.14285714285714 29.8 28 28.5 36.7 0.776566757493188 50.2 52.6 32.4 36.3 1988 33 966 0.403 1 0 0 "no_postseason" "no"
"Florida" "SEC" 36 27 9 0.75 0.9576 6.4 70.2 116.6 88.9 1.31158605174353 51.6 45.8 1.12663755458515 16.9 21 0.804761904761905 32.1 29.5 40.2 34 1.18235294117647 50.3 45.7 35.9 30.5 1921 99 2560 0.563 22 5 2 "E8" "yes"
"Florida_A&M" "MEAC" 28 7 21 0.25 0.0632 -20.2 71.2 92.3 116.7 0.790916880891174 46.5 53.2 0.87406015037594 18.5 18.9 0.978835978835979 26.3 34.7 37.6 33.9 1.10914454277286 44.7 52.5 33.9 36.1 1980 41 1196 0.381 3 0 0 "no_postseason" "no"
"Florida_Atlantic" "CUSA" 28 10 18 0.357142857142857 0.2501 -14.6 70.3 97.7 107.5 0.908837209302326 46 51 0.901960784313726 16.6 17.7 0.937853107344633 26.9 31.2 30.4 35.9 0.846796657381616 45.5 49.2 31.4 37 1994 27 786 0.368 1 0 0 "no_postseason" "no"
"Florida_Gulf_Coast" "ASun" 31 26 5 0.838709677419355 0.6169 -1.7 67.2 107.8 103.4 1.04255319148936 53.9 49.3 1.09330628803245 17.9 17.4 1.02873563218391 33.8 29.6 33.8 35.9 0.94150417827298 55.4 51 33.7 31 2011 10 319 0.571 3 0 0 "R64" "yes"
