"TEAM" "CONF" "G" "W" "L" "WL_perc" "BARTHAG" "WAB" "ADJ_T" "ADJOE" "ADJDE" "pp100p_ratio" "EFG_O" "EFG_D" "EFG_ratio" "TOR" "TORD" "TOR_ratio" "ORB" "DRB" "FTR" "FTRD" "FTR_ratio" "X2P_O" "X2P_D" "X3P_O" "X3P_D" "first_year" "age" "all_games_played" "all_WL_perc" "MM" "F4" "CHAMP" "POSTSEASON" "post"
"Southeast_Missouri_St." "OVC" 29 14 15 0.482758620689655 0.2943 -12.3 70.2 107.2 115.6 0.927335640138408 54.3 55.2 0.983695652173913 18.1 17.2 1.05232558139535 26.2 29.3 37.7 34.5 1.09275362318841 50.7 54.1 39.3 37.9 1992 29 842 0.417 1 0 0 "no_postseason" "no"
"Southeastern_Louisiana" "Slnd" 31 22 9 0.709677419354839 0.4426 -6.5 67.2 102.7 104.8 0.979961832061069 51.2 49.6 1.03225806451613 19.6 20.3 0.96551724137931 29.5 33.6 35.3 29 1.21724137931034 50.9 48.4 34.4 34.6 1981 39 1112 0.436 1 0 0 "no_postseason" "no"
"Southern" "SWAC" 31 15 16 0.483870967741935 0.1415 -13.3 69.1 93.5 109.4 0.854661791590494 44.3 48.8 0.907786885245902 19.3 17.4 1.10919540229885 32.9 30.1 41.5 37.6 1.10372340425532 42.3 47.1 33.2 34.5 1907 114 2846 0.573 18 2 0 "no_postseason" "no"
"Southern_Illinois" "MVC" 32 20 12 0.625 0.5446 -5.3 67.9 104.4 102.8 1.01556420233463 52.2 50.5 1.03366336633663 18.7 19.9 0.939698492462312 25.9 29 32.4 34.1 0.950146627565982 51.5 50.9 35.7 33.3 1968 53 1563 0.555 10 0 0 "no_postseason" "no"
"Southern_Miss" "CUSA" 30 16 14 0.533333333333333 0.4139 -9.9 66.3 104.7 107.9 0.970342910101946 50.3 56 0.898214285714286 14.6 19.8 0.737373737373737 20.5 29 28.3 32.9 0.860182370820669 49.8 55.1 34.1 38.1 1967 49 1426 0.522 3 0 0 "no_postseason" "no"
"Southern_Utah" "BSky" 30 13 17 0.433333333333333 0.3062 -12.3 72.8 100.7 108.1 0.93154486586494 50.4 54.6 0.923076923076923 17.4 16.6 1.04819277108434 22.6 25.9 35.9 41.6 0.862980769230769 48.2 53.2 36.1 38.2 1989 32 918 0.424 1 0 0 "no_postseason" "no"
"St._Bonaventure" "A10" 34 26 8 0.764705882352941 0.7485 1.4 70.4 109.6 99.7 1.09929789368104 51.6 49 1.0530612244898 16.3 20.4 0.799019607843137 29.3 29.1 40.5 38.4 1.0546875 48.5 49.7 38.6 32 1920 100 2413 0.568 7 1 0 "R64" "yes"
"St._Francis_NY" "NEC" 29 13 16 0.448275862068966 0.1851 -14.6 70.3 97.6 111 0.879279279279279 48.7 53.2 0.915413533834586 17.7 20.9 0.84688995215311 26.2 31.9 30.4 45.1 0.674057649667406 46.4 54.1 34.6 34.1 1902 111 2524 0.489 0 0 0 "no_postseason" "no"
"St._Francis_PA" "NEC" 29 18 11 0.620689655172414 0.3424 -7.7 69.7 104.1 110.2 0.94464609800363 52.8 53.6 0.985074626865672 16.5 18.6 0.887096774193548 25.7 31.1 33.5 23.4 1.43162393162393 51.2 53.8 37 35.5 1956 65 1758 0.448 1 0 0 "no_postseason" "no"
"St._John's" "BE" 32 16 16 0.5 0.7764 -3 70.5 106 95.1 1.11461619348055 49.2 50.3 0.978131212723658 16.4 22.2 0.738738738738739 23.6 32 30.4 34.4 0.883720930232558 48.8 46 33.3 37.4 1908 113 2944 0.649 30 2 0 "no_postseason" "no"
"Stanford" "P12" 35 19 16 0.542857142857143 0.7341 -4.3 71.9 107.6 98.5 1.09238578680203 51.9 49.7 1.04426559356137 20.6 15.9 1.29559748427673 32.8 27 41.6 29.2 1.42465753424658 50.3 47.9 36.9 35.1 1914 105 2706 0.569 17 2 1 "no_postseason" "no"
"Stephen_F._Austin" "Slnd" 31 28 3 0.903225806451613 0.6832 -1.8 72.1 103.8 97.1 1.06900102986612 53.1 49.7 1.06841046277666 20.7 25.9 0.799227799227799 32 28.5 40.5 50.3 0.805168986083499 51.7 47.4 37.4 35.6 1987 34 986 0.569 5 0 0 "R64" "yes"
"Stetson" "ASun" 28 12 16 0.428571428571429 0.1841 -16.1 71 97.8 111.3 0.878706199460916 48.9 54.6 0.895604395604396 14.9 18.5 0.805405405405405 23.2 27.5 25 37 0.675675675675676 48.7 53.6 32.9 37.4 1972 49 1391 0.451 0 0 0 "no_postseason" "no"
"Stony_Brook" "AE" 31 13 18 0.419354838709677 0.3652 -12.7 69.6 96.1 100.9 0.952428146679881 47.9 50.5 0.948514851485148 20 20.8 0.961538461538461 30.5 28.2 32 41.8 0.76555023923445 47.5 49.1 32.2 35.3 2000 21 635 0.509 1 0 0 "no_postseason" "no"
"Syracuse" "ACC" 37 23 14 0.621621621621622 0.8344 -0.4 64 106 92.1 1.15092290988056 46.9 46.2 1.01515151515152 19.1 19.5 0.97948717948718 34.7 30.4 40.5 31.4 1.28980891719745 46.6 45.1 31.7 31.8 1899 120 2930 0.688 40 6 1 "S16" "yes"
"TCU" "B12" 33 21 12 0.636363636363636 0.8804 2.2 70 119.5 100.5 1.18905472636816 56.5 52.3 1.08030592734226 17.8 17.4 1.02298850574713 34.2 26.1 34.1 30.5 1.11803278688525 55.1 50.1 39.4 37.6 1914 107 2636 0.467 8 0 0 "R64" "yes"
"Temple" "Amer" 33 17 16 0.515151515151515 0.7113 -3.3 68.4 107.4 99.3 1.08157099697885 49.3 49.8 0.98995983935743 15.9 18.7 0.850267379679144 27.7 32.4 25.6 31.5 0.812698412698413 47.2 50.5 35 32.4 1895 124 3017 0.641 33 2 0 "no_postseason" "no"
"Tennessee" "SEC" 35 26 9 0.742857142857143 0.9225 6.4 67.1 114.2 92 1.24130434782609 50.8 46.7 1.08779443254818 17.9 20.4 0.877450980392157 33.4 31.1 35.5 37.6 0.944148936170213 47.3 46.1 38 31.8 1909 111 2721 0.612 22 0 0 "R32" "yes"
"Tennessee_Martin" "OVC" 29 10 19 0.344827586206897 0.2149 -15.9 67.4 94.3 105.6 0.892992424242424 49.8 50.7 0.982248520710059 21.6 19 1.13684210526316 28.5 32 24.1 34.1 0.706744868035191 50.7 48.9 32.2 35.1 1993 28 915 0.38 0 0 0 "no_postseason" "no"
"Tennessee_St." "OVC" 28 15 13 0.535714285714286 0.3673 -9.5 66.7 96.3 101 0.953465346534653 49.3 52.7 0.935483870967742 21.9 23.3 0.939914163090129 25.5 27.7 37.8 35.4 1.06779661016949 48.1 51.3 33.9 36.1 1978 43 1218 0.427 2 0 0 "no_postseason" "no"
"Tennessee_Tech" "OVC" 31 19 12 0.612903225806452 0.3558 -7.9 72 97.4 102.6 0.949317738791423 49 51 0.96078431372549 19.8 20.3 0.975369458128079 28.2 30.1 37.7 36.6 1.03005464480874 47.5 51.6 34.5 33.4 1944 66 1787 0.492 2 0 0 "no_postseason" "no"
"Texas" "B12" 34 19 15 0.558823529411765 0.8547 1.4 66.6 109.3 93.7 1.16648879402348 50 48.3 1.0351966873706 17 18 0.944444444444444 29.4 29.1 33 26.2 1.25954198473282 51.2 47.5 32 33.2 1906 114 2887 0.623 34 3 0 "R64" "yes"
"Texas_A&M" "SEC" 35 22 13 0.628571428571429 0.864 1.9 70.3 111.2 94.7 1.17423442449842 51.4 46.9 1.09594882729211 19.2 15.3 1.25490196078431 33.9 27.3 32 27.6 1.15942028985507 52.5 45.7 32.9 32.6 1913 108 2710 0.528 14 0 0 "S16" "yes"
"Texas_A&M_Corpus_Chris" "Slnd" 26 11 15 0.423076923076923 0.1637 -14 69 93.7 107.9 0.868396663577386 48.1 52.3 0.919694072657744 23 21.2 1.08490566037736 28.8 29.3 37 46.1 0.802603036876356 46.7 51.6 34.4 35.5 2003 18 540 0.515 1 0 0 "no_postseason" "no"
"Texas_Southern" "SWAC" 36 16 20 0.444444444444444 0.293 -10.9 72.6 104.1 112.4 0.926156583629893 50.5 51.2 0.986328125 17.2 16.2 1.06172839506173 28.5 32.5 42.9 31.2 1.375 48.5 49.4 35.9 36.6 1978 43 1266 0.494 8 0 0 "R64" "yes"
"Texas_St." "SB" 31 15 16 0.483870967741935 0.3765 -12.9 64 99.7 104.2 0.956813819577735 48.8 51.7 0.943907156673114 20.9 19.4 1.07731958762887 31.9 27.7 36.3 30 1.21 48.4 53.1 33.1 33 1985 36 1043 0.453 2 0 0 "no_postseason" "no"
"Texas_Tech" "B12" 37 27 10 0.72972972972973 0.917 4.7 67.6 112.7 91.5 1.23169398907104 52 46.4 1.12068965517241 17.8 21.7 0.820276497695853 32.9 28.7 39.3 38 1.03421052631579 51.1 45.1 35.9 32.3 1926 92 2462 0.562 17 1 0 "E8" "yes"
"The_Citadel" "SC" 29 11 18 0.379310344827586 0.1849 -14.9 78.9 100.8 114.7 0.878814298169137 49.1 56.8 0.86443661971831 18.7 19.6 0.954081632653061 27.4 33.7 32.7 30.4 1.07565789473684 47.9 57.4 33.4 37.3 1913 108 2377 0.422 0 0 0 "no_postseason" "no"
"Toledo" "MAC" 33 23 10 0.696969696969697 0.6248 -4.5 69.5 113.2 108.3 1.04524469067405 55.3 49.5 1.11717171717172 16.6 13.4 1.23880597014925 27.8 27.8 37.1 26.4 1.40530303030303 51.4 48.5 40.6 34.4 1916 105 2549 0.574 4 0 0 "no_postseason" "no"
"Towson" "CAA" 30 18 12 0.6 0.4584 -9.1 69 104 105.5 0.985781990521327 51.6 50.6 1.0197628458498 18.2 18.7 0.973262032085562 34.3 27.4 35.4 39.3 0.900763358778626 51.1 49.4 35.3 35 1980 41 1203 0.417 2 0 0 "no_postseason" "no"
"Troy" "SB" 31 16 15 0.516129032258065 0.4676 -10.5 69.4 104.7 105.9 0.988668555240793 51.4 50.2 1.02390438247012 18 16.6 1.08433734939759 26.9 28.9 33.6 31.6 1.06329113924051 52.1 49.7 33.7 34 1994 27 792 0.475 2 0 0 "no_postseason" "no"
"Tulane" "Amer" 31 14 17 0.451612903225806 0.4774 -8.7 70.3 105.4 106.2 0.992467043314501 51.5 50.5 1.01980198019802 18.8 17.2 1.09302325581395 27.5 30 34.5 34.6 0.997109826589595 50.9 49.8 35 34.5 1906 110 2531 0.485 3 0 0 "no_postseason" "no"
"Tulsa" "Amer" 31 19 12 0.612903225806452 0.6853 -4.1 68.8 108.5 101.4 1.07001972386588 50.7 49.5 1.02424242424242 18.6 17.9 1.0391061452514 32 29.6 41.6 25.3 1.64426877470356 49.7 47.9 34.7 34.4 1914 107 2621 0.556 16 0 0 "no_postseason" "no"
"UAB" "CUSA" 31 20 11 0.645161290322581 0.6448 -6.1 68.8 108 102.5 1.05365853658537 54.7 50.6 1.08102766798419 19 17.6 1.07954545454545 30.9 25 28.3 26.8 1.05597014925373 55.9 49.1 34.8 35 1980 41 1305 0.622 15 0 0 "no_postseason" "no"
"UC_Davis" "BW" 31 22 9 0.709677419354839 0.5691 -4.4 67.5 103.2 100.8 1.02380952380952 52 49.4 1.05263157894737 18.6 21.9 0.849315068493151 24.4 29.1 38.5 36.5 1.05479452054795 50.7 49.2 36.6 33 2008 13 395 0.433 1 0 0 "no_postseason" "no"
"UC_Irvine" "BW" 33 18 15 0.545454545454545 0.5585 -9.1 68.2 99.4 97.3 1.02158273381295 48.1 45 1.06888888888889 20.5 14.8 1.38513513513514 32.3 24.8 28.2 41.2 0.684466019417476 47.5 42.9 33 32.8 1978 43 1284 0.494 2 0 0 "no_postseason" "no"
"UC_Riverside" "BW" 29 9 20 0.310344827586207 0.2216 -16.2 69.5 92.8 103.5 0.896618357487923 45.1 49.1 0.918533604887984 20 19.3 1.03626943005181 26.8 31.8 32.4 38.2 0.848167539267016 44.1 48.5 31.3 33.3 2002 19 553 0.349 0 0 0 "no_postseason" "no"
"UC_Santa_Barbara" "BW" 30 23 7 0.766666666666667 0.6045 -3.9 67.9 110.2 106.2 1.0376647834275 53 49.9 1.06212424849699 14.9 16.6 0.897590361445783 28.7 27 32 29.5 1.08474576271186 50.5 48.9 38.3 34.4 1964 57 1603 0.531 5 0 0 "no_postseason" "no"
"UCF" "Amer" 32 19 13 0.59375 0.6165 -3.4 65.8 97.4 93.5 1.04171122994652 47.8 45.7 1.04595185995624 20.7 18.9 1.0952380952381 28.5 28.6 43.1 26.2 1.64503816793893 47.1 43.7 32.9 33.1 1908 111 2817 0.578 19 3 1 "no_postseason" "no"
"UCLA" "P12" 33 21 12 0.636363636363636 0.8029 0 71.5 113.7 100.6 1.13021868787276 53.7 49.1 1.09368635437882 16.6 14.5 1.1448275862069 28.5 26.9 35.5 29.7 1.1952861952862 51.4 47.3 38.1 34.6 1920 101 2760 0.688 49 18 11 "R68" "yes"
"UMass_Lowell" "AE" 29 12 17 0.413793103448276 0.2528 -14.1 72.6 103.5 113.7 0.910290237467018 52.1 55.4 0.94043321299639 18.7 20.3 0.921182266009852 26.3 32.5 39.2 33.5 1.17014925373134 52.4 55 34.4 37.5 1906 8 215 0.444 0 0 0 "no_postseason" "no"
"UMBC" "AE" 33 25 8 0.757575757575758 0.4963 -4.9 69.3 102.1 102.2 0.999021526418787 52.2 51.6 1.01162790697674 17.2 20.7 0.830917874396135 25.9 28.3 30.2 30.8 0.98051948051948 48.1 51 38.2 35 1987 34 993 0.398 2 0 0 "R32" "yes"
"UMKC" "WAC" 29 10 19 0.344827586206897 0.2674 -14.2 70.7 98.3 107.3 0.916123019571295 47.8 52.5 0.91047619047619 18.2 20 0.91 21.3 33.5 34.4 42.5 0.809411764705882 45.6 51.7 33.5 36 1990 31 909 0.422 0 0 0 "no_postseason" "no"
"UNC_Asheville" "BSth" 32 21 11 0.65625 0.4561 -6.2 70.6 105.1 106.7 0.985004686035614 54.6 52.5 1.04 19.4 18.5 1.04864864864865 24 26.8 31.3 33.9 0.92330383480826 52 52.4 39.4 35.1 1987 34 1000 0.479 4 0 0 "no_postseason" "no"
"UNC_Greensboro" "SC" 32 27 5 0.84375 0.7207 -1.6 66.2 103.4 95.2 1.08613445378151 51.7 47.5 1.08842105263158 19.8 21.4 0.925233644859813 33.7 23.9 26 39.2 0.663265306122449 51.1 47.3 35 31.9 1992 29 870 0.475 3 0 0 "R64" "yes"
"UNC_Wilmington" "CAA" 30 11 19 0.366666666666667 0.3369 -14.9 73.3 104.3 110.6 0.943037974683544 48.9 56.6 0.863957597173145 17.3 15.6 1.10897435897436 33.8 25.5 31.1 36.9 0.842818428184282 47.4 54.8 34.5 39.6 1977 44 1294 0.515 6 0 0 "no_postseason" "no"
"UNLV" "MWC" 33 20 13 0.606060606060606 0.6637 -4.8 73.8 110.4 104.1 1.06051873198847 53.5 48.7 1.09856262833676 19.1 15.5 1.23225806451613 34.5 29.9 43.4 26.2 1.65648854961832 54.8 46.7 33.4 35.2 1970 51 1595 0.695 20 4 1 "no_postseason" "no"
"USC" "P12" 36 24 12 0.666666666666667 0.8423 -0.4 69 114 98.6 1.15618661257606 53.8 51 1.05490196078431 15.3 19.2 0.796875 30 28.8 29.9 26.6 1.12406015037594 52.4 49.8 37.6 35.2 1907 114 2848 0.573 18 2 0 "no_postseason" "no"
"USC_Upstate" "ASun" 28 7 21 0.25 0.1413 -19.5 70.1 105.1 123 0.854471544715447 50.1 59.5 0.842016806722689 16.1 15 1.07333333333333 27 30.8 21.6 36.1 0.598337950138504 49.3 56.7 34.1 43.1 2011 10 312 0.423 0 0 0 "no_postseason" "no"
"UT_Arlington" "SB" 33 21 12 0.636363636363636 0.5886 -6.2 73.9 104.7 101.5 1.03152709359606 52.5 49.2 1.06707317073171 20.1 19.3 1.04145077720207 30.8 27.7 34.8 34.7 1.0028818443804 51 47.9 36.5 33.9 1969 52 1479 0.46 1 0 0 "no_postseason" "no"
"UT_Rio_Grande_Valley" "WAC" 31 15 16 0.483870967741935 0.2285 -10.8 75.1 97.4 108.3 0.899353647276085 44.8 51.5 0.869902912621359 17.8 20.4 0.872549019607843 28.2 30.3 41.2 45.5 0.905494505494506 44.3 49.9 30.5 36.5 1969 52 1456 0.429 0 0 0 "no_postseason" "no"
"Utah" "P12" 35 23 12 0.657142857142857 0.8156 -1.5 67.1 111.4 97.9 1.13789581205312 54.5 48.3 1.12836438923395 17.5 17.5 1 24.1 28.6 34.4 28.8 1.19444444444444 53.6 47 37 33.6 1909 112 2836 0.645 29 4 1 "no_postseason" "no"
"Utah_St." "MWC" 33 17 16 0.515151515151515 0.5631 -8 68 106.1 103.8 1.02215799614644 53.2 51.9 1.02504816955684 18.8 17.6 1.06818181818182 25.4 26.4 33.2 33.3 0.996996996996997 52.5 50.7 36 36 1904 115 2739 0.59 21 0 0 "no_postseason" "no"
"Utah_Valley" "WAC" 31 23 8 0.741935483870968 0.6814 -4.1 69.2 109 102 1.06862745098039 54.2 48.1 1.12681912681913 19.8 17.5 1.13142857142857 30.9 27.5 39.1 28.5 1.3719298245614 51.9 47.4 38.9 32.9 2010 11 338 0.553 0 0 0 "no_postseason" "no"
"UTEP" "CUSA" 30 11 19 0.366666666666667 0.3286 -13.7 68.9 96.8 103 0.939805825242718 49.3 50.6 0.974308300395257 17.8 17.4 1.02298850574713 19 27 30.9 36.4 0.848901098901099 49 48.8 33.1 35.3 1923 62 2355 0.571 17 1 1 "no_postseason" "no"
"UTSA" "CUSA" 32 20 12 0.625 0.523 -7.1 73 104 103.2 1.0077519379845 51.1 49.4 1.03441295546559 17.1 16.3 1.04907975460123 26.5 27.3 29.6 41.6 0.711538461538462 49.3 47.8 35.5 34.7 1982 39 1139 0.501 4 0 0 "no_postseason" "no"
"Valparaiso" "MVC" 30 15 15 0.5 0.502 -9.7 70.9 101.5 101.5 1 50.8 48.5 1.04742268041237 21.2 19.5 1.08717948717949 26.7 28 36.7 44.1 0.832199546485261 50.5 48.6 34.1 32.2 1918 85 2147 0.529 9 0 0 "no_postseason" "no"
"Vanderbilt" "SEC" 32 12 20 0.375 0.7142 -6 67 114.7 105.9 1.08309726156752 51.8 52.4 0.988549618320611 17.7 14.7 1.20408163265306 28.6 27.7 36.2 36.5 0.991780821917808 50.8 50.7 35.3 37.4 1901 118 2784 0.58 15 0 0 "no_postseason" "no"
"VCU" "A10" 33 18 15 0.545454545454545 0.5788 -7 72 105.5 102.7 1.02726387536514 52.6 51.5 1.02135922330097 18.7 17.8 1.05056179775281 29 27 28.1 29.4 0.95578231292517 52.4 50.9 35.2 35.1 1974 47 1431 0.649 17 1 0 "no_postseason" "no"
"Vermont" "AE" 34 27 7 0.794117647058823 0.6759 -0.9 65.2 110.7 103.8 1.06647398843931 55.9 50.6 1.10474308300395 16.9 16.8 1.00595238095238 26 22.6 41.8 25 1.672 53.8 49.9 39.9 34.6 1921 65 1759 0.531 7 0 0 "no_postseason" "no"
"Villanova" "BE" 40 36 4 0.9 0.9725 10.6 69.6 128.4 94.1 1.36450584484591 59.5 48.5 1.22680412371134 15 18.2 0.824175824175824 29.6 27.1 29.4 26.7 1.10112359550562 59 49 40.1 31.7 1921 100 2726 0.656 39 6 3 "Champions" "yes"
"Virginia" "ACC" 34 31 3 0.911764705882353 0.9612 11.3 60.5 114.6 86.7 1.32179930795848 52.7 44.3 1.18961625282167 14 20.9 0.669856459330144 27 25.6 24.5 26.2 0.935114503816794 50.1 42.8 38.3 31 1906 115 2813 0.584 23 3 1 "R64" "yes"
"Virginia_Tech" "ACC" 33 21 12 0.636363636363636 0.8579 1.3 70.2 115.2 98.6 1.1683569979716 57.7 50.4 1.14484126984127 17 18.6 0.913978494623656 23.9 29.4 36.5 29.4 1.24149659863946 57.3 49.2 38.8 34.7 1909 112 2697 0.547 11 0 0 "R64" "yes"
"VMI" "SC" 28 9 19 0.321428571428571 0.114 -15.8 70.1 89.3 106.7 0.836925960637301 45.7 52.1 0.877159309021113 21.4 18.8 1.13829787234043 25.4 30.3 27.7 34.2 0.809941520467836 43.7 52.1 32.3 34.6 1909 112 2445 0.369 3 0 0 "no_postseason" "no"
"Wagner" "NEC" 31 23 8 0.741935483870968 0.4236 -5.3 68.8 101.8 104.6 0.973231357552581 49.8 49 1.01632653061224 19.7 20.4 0.965686274509804 35.8 28.6 34.2 46.7 0.732334047109208 47 45.8 36 36.2 1966 48 1366 0.484 1 0 0 "no_postseason" "no"
"Wake_Forest" "ACC" 31 11 20 0.354838709677419 0.7242 -7.9 70.7 110.4 101.6 1.08661417322835 50.5 51.5 0.980582524271845 18.8 17.5 1.07428571428571 30.5 27.7 31.9 39 0.817948717948718 47.4 48.1 37.4 37.7 1906 114 2785 0.554 23 1 0 "no_postseason" "no"
"Washington" "P12" 34 21 13 0.617647058823529 0.6886 -2.5 70.8 105.9 98.8 1.07186234817814 51.7 50.7 1.01972386587771 18.6 21.1 0.881516587677725 28.9 33.3 36.7 34.4 1.06686046511628 51.6 50.9 34.6 33.4 1896 119 2997 0.603 17 1 0 "no_postseason" "no"
"Washington_St." "P12" 31 12 19 0.387096774193548 0.4469 -9.9 69.6 107.5 109.5 0.981735159817352 54.1 53.5 1.01121495327103 19.4 16.4 1.18292682926829 24.6 31.2 24.7 28.5 0.866666666666667 51.7 54.2 37.7 34.9 1902 119 3134 0.511 6 1 0 "no_postseason" "no"
"Weber_St." "BSky" 28 20 8 0.714285714285714 0.4784 -6.1 68.5 105.4 106.1 0.993402450518379 56 50.1 1.11776447105788 17.5 15.9 1.10062893081761 19.3 26.8 35.1 31.8 1.10377358490566 52.5 49.2 41 34.7 1964 57 1661 0.629 16 0 0 "no_postseason" "no"
"West_Virginia" "B12" 37 26 11 0.702702702702703 0.9353 4.6 71.2 120.9 95.8 1.26200417536534 50.4 49.9 1.01002004008016 16.5 23.3 0.708154506437768 37 30.1 31.3 44.1 0.709750566893424 48.8 45.4 35.3 38 1904 111 2883 0.618 29 2 0 "S16" "yes"
"Western_Carolina" "SC" 30 12 18 0.4 0.1838 -11.7 70.8 95 108.1 0.87881591119334 46.8 54.4 0.860294117647059 21.7 21 1.03333333333333 29 32.7 31.8 36.1 0.880886426592798 45.3 54.3 33 36.3 1977 44 1276 0.438 1 0 0 "no_postseason" "no"
"Western_Illinois" "Sum" 24 12 12 0.5 0.2487 -11 69.2 96.4 106.1 0.908576814326108 49.9 51.2 0.974609375 18.6 14.5 1.28275862068966 18 27.2 28.3 29.3 0.965870307167236 48.6 48.9 34.9 36.6 1982 39 1105 0.415 0 0 0 "no_postseason" "no"
"Western_Kentucky" "CUSA" 37 27 10 0.72972972972973 0.8039 -1.2 69.5 113.8 100.7 1.13008937437934 54.2 49.4 1.09716599190283 16.6 17.9 0.927374301675978 29 29.3 40 23.9 1.67364016736402 54.6 46.7 35.4 36 1922 99 2730 0.659 23 1 0 "no_postseason" "no"
"Western_Michigan" "MAC" 30 17 13 0.566666666666667 0.4287 -9.5 68.9 105.3 108 0.975 49.3 54.2 0.909594095940959 15.6 19.7 0.791878172588833 29.7 27.2 34.1 33.7 1.01186943620178 48 52.5 34.5 37.6 1914 107 2561 0.524 4 0 0 "no_postseason" "no"
"Wichita_St." "Amer" 33 25 8 0.757575757575758 0.8671 3.4 70.1 120.9 102.7 1.17721518987342 55.1 49.4 1.11538461538462 16.5 16.3 1.01226993865031 35.4 22.6 34.8 33.2 1.04819277108434 53.8 46 38.1 36.3 1906 113 2802 0.57 15 2 0 "R64" "yes"
"William_&_Mary" "CAA" 29 19 10 0.655172413793103 0.4815 -6.2 71 114 114.8 0.993031358885017 59.5 56.8 1.04753521126761 17.2 14.4 1.19444444444444 21.2 25.4 33.4 32.4 1.03086419753086 56.6 57.2 42.2 37.4 1906 115 2654 0.469 0 0 0 "no_postseason" "no"
"Winthrop" "BSth" 28 19 9 0.678571428571429 0.4528 -7.6 72.8 104.8 106.6 0.983114446529081 54.8 49.7 1.10261569416499 19.7 18.6 1.05913978494624 26.2 27.2 35.9 32.1 1.1183800623053 54.8 48.1 36.5 34.9 1987 34 1008 0.538 10 0 0 "no_postseason" "no"
"Wisconsin" "B10" 33 15 18 0.454545454545455 0.7618 -3.8 63.9 108.7 98.3 1.1057985757884 50.9 51.2 0.994140625 16.8 18.4 0.91304347826087 28.4 27.7 32.7 30.2 1.08278145695364 51.2 50.6 33.5 35 1899 122 2841 0.571 24 4 1 "no_postseason" "no"
"Wofford" "SC" 31 21 10 0.67741935483871 0.5047 -5.9 67.1 108 107.8 1.00185528756957 55.2 53.3 1.03564727954972 18.2 18.7 0.973262032085562 25 27.1 28.5 34 0.838235294117647 50.9 52.4 40.2 36.4 1996 25 751 0.499 5 0 0 "no_postseason" "no"
"Wright_St." "Horz" 33 25 8 0.757575757575758 0.5638 -3.5 69.3 99.4 97.2 1.02263374485597 48.6 48.3 1.00621118012422 18.6 21 0.885714285714286 28.7 25.3 35.3 29.9 1.18060200668896 47.7 45.8 33.5 34.7 1988 33 986 0.55 3 0 0 "R64" "yes"
"Wyoming" "MWC" 32 20 12 0.625 0.5944 -3.8 74.5 104.6 101.2 1.03359683794466 52.1 51 1.02156862745098 17.6 19.1 0.921465968586387 19.5 25.7 41.2 37.8 1.08994708994709 52.7 48.6 34.2 37 1905 115 2736 0.564 15 1 1 "no_postseason" "no"
"Xavier" "BE" 35 29 6 0.828571428571429 0.9211 8.8 71.7 120.9 97.7 1.2374616171955 55.9 49.9 1.12024048096192 17.2 15.7 1.09554140127389 30.2 23.1 41 25.6 1.6015625 55.9 49.8 37.2 33.4 1920 99 2509 0.598 28 0 0 "R32" "yes"
"Yale" "Ivy" 30 16 14 0.533333333333333 0.4244 -8.3 70.2 102.5 105.2 0.974334600760456 52.7 52.4 1.00572519083969 18.8 17.7 1.06214689265537 25.4 26.7 31 33.8 0.91715976331361 55.3 53.4 32.8 33.7 1896 125 2976 0.501 5 0 0 "no_postseason" "no"
"Youngstown_St." "Horz" 30 8 22 0.266666666666667 0.1931 -17.9 72.4 101.1 114.5 0.88296943231441 47.6 58.7 0.810902896081772 19.4 19.4 1 34.7 29.9 28.4 39.8 0.71356783919598 46.5 57.4 33.2 40.8 1948 40 1150 0.385 0 0 0 "no_postseason" "no"
